,X_1,Y_1,Z_1,t_1,X_2,Y_2,Z_2,t_2,X_3,Y_3,Z_3,t_3,X_4,Y_4,Z_4,t_4,X_5,Y_5,Z_5,t_5,X_6,Y_6,Z_6,t_6,X_7,Y_7,Z_7,t_7,X_8,Y_8,Z_8,t_8,X_9,Y_9,Z_9,t_9,X_10,Y_10,Z_10,t_10,X_11,Y_11,Z_11,t_11,X_12,Y_12,Z_12,t_12,X_13,Y_13,Z_13,t_13,X_14,Y_14,Z_14,t_14,X_15,Y_15,Z_15,t_15,X_16,Y_16,Z_16,t_16,X_17,Y_17,Z_17,t_17,X_18,Y_18,Z_18,t_18,X_19,Y_19,Z_19,t_19,X_20,Y_20,Z_20,t_20,X_21,Y_21,Z_21,t_21,X_22,Y_22,Z_22,t_22,X_23,Y_23,Z_23,t_23,X_24,Y_24,Z_24,t_24,X_25,Y_25,Z_25,t_25,X_26,Y_26,Z_26,t_26,X_27,Y_27,Z_27,t_27,X_28,Y_28,Z_28,t_28,X_29,Y_29,Z_29,t_29,X_30,Y_30,Z_30,t_30,X_31,Y_31,Z_31,t_31,X_32,Y_32,Z_32,t_32,X_33,Y_33,Z_33,t_33,X_34,Y_34,Z_34,t_34,X_35,Y_35,Z_35,t_35,X_36,Y_36,Z_36,t_36,clusters_bit,clusters_num,theta,phi
801,,,,,,,,,-37.609,-7.315,-6.684,2341.885,-25.359,-7.315,-6.684,2356.308,-25.359,37.335,-6.684,2028.112,-37.609,37.335,-6.684,2309.056,,,,,-25.359,24.135,-6.684,2336.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2371.511,-2.794,-56.16,-15.911,2346.389,-2.794,-70.539,-15.931,2358.01,6.915,-70.539,-16.101,2026.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2356.653,-37.255,-25.745,-7.364,2337.283,-37.255,-39.545,-7.339,2342.967,-25.359,-39.545,-7.279,2374.756,291,7,0.7991862644882035,2.773851780194588
802,-25.359,5.885,-6.684,2346.586,,,,,,,,,-25.359,-7.315,-6.684,2352.197,-25.359,37.335,-6.684,2342.658,-37.609,37.335,-6.684,2338.808,-37.609,24.135,-6.684,2306.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2368.798,-20.557,64.708,-17.796,2475.505,-20.557,53.623,-17.501,2345.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,5,0.7684684696531033,3.4395203569052253
803,,,,,-37.609,5.885,-6.684,2317.262,,,,,-25.359,-7.315,-6.684,2354.965,-25.359,37.335,-6.684,2347.56,-37.609,37.335,-6.684,2328.119,-37.609,24.135,-6.684,2344.715,-25.359,24.135,-6.684,2358.61,6.479,12.65,0.0,2515.431,-6.872,12.65,0.0,2341.735,-6.872,-12.63,0.0,2389.779,6.479,-12.63,0.0,2421.108,37.369,10.956,-14.946,2361.604,22.469,10.956,-15.266,2343.917,22.469,-3.952,-15.346,2389.35,37.369,-3.952,-15.076,2396.033,37.369,45.572,-16.166,2348.565,22.977,45.572,-16.461,2331.94,22.977,28.482,-16.111,2363.347,37.367,28.482,-16.511,2378.322,6.915,-56.16,-16.151,2339.27,-2.794,-56.16,-15.911,2322.048,-2.794,-70.539,-15.931,2353.029,6.915,-70.539,-16.101,2361.84,-9.541,53.623,-17.031,2352.458,-20.557,64.708,-17.796,2327.986,-20.557,53.623,-17.501,2350.793,,,,,42.14,-16.802,-15.136,2358.458,26.94,-16.802,-15.456,2347.303,26.94,-32.102,-15.456,2376.351,42.14,-32.102,-14.686,2393.043,-25.359,-25.745,-7.329,2326.874,,,,,-37.255,-39.545,-7.339,2343.122,-25.359,-39.545,-7.279,2368.026,511,17,0.7072074129081024,2.0980602938223836
804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2350.333,,,,,-37.255,-39.545,-7.339,2303.047,,,,,256,1,0.9396852692737471,3.9975021187678124
805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2355.365,,,,,,,,,6.479,-12.63,0.0,2322.332,,,,,,,,,,,,,,,,,,,,,22.977,45.572,-16.461,2342.517,22.977,28.482,-16.111,2293.117,37.367,28.482,-16.511,2092.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,0.8086110424489729,3.4264303875152677
806,-25.359,5.885,-6.684,2352.758,-37.609,5.885,-6.684,2311.881,,,,,-25.359,-7.315,-6.684,2360.947,-25.359,37.335,-6.684,2285.258,,,,,,,,,-25.359,24.135,-6.684,2346.681,6.479,12.65,0.0,2348.748,,,,,-6.872,-12.63,0.0,2346.892,6.479,-12.63,0.0,2370.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2356.011,-2.794,-56.16,-15.911,2336.977,-2.794,-70.539,-15.931,2347.717,6.915,-70.539,-16.101,2381.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2353.456,-37.255,-25.745,-7.364,2439.302,-37.255,-39.545,-7.339,2333.097,-25.359,-39.545,-7.279,2364.454,295,9,0.9138543963442309,2.778389636249773
807,-25.359,5.885,-6.684,2373.636,-37.609,5.885,-6.684,2356.821,-37.609,-7.315,-6.684,2337.785,-25.359,-7.315,-6.684,2358.267,-25.359,37.335,-6.684,2373.862,-37.609,37.335,-6.684,2356.571,-37.609,24.135,-6.684,2329.246,-25.359,24.135,-6.684,2356.003,6.479,12.65,0.0,2380.956,-6.872,12.65,0.0,2352.634,-6.872,-12.63,0.0,2312.463,,,,,,,,,,,,,,,,,,,,,,,,,22.977,45.572,-16.461,2349.317,22.977,28.482,-16.111,2305.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2345.66,26.94,-16.802,-15.456,2327.585,,,,,,,,,,,,,,,,,,,,,,,,,151,9,0.8000589291142007,4.0104175552325705
808,-25.359,5.885,-6.684,2377.084,-37.609,5.885,-6.684,2351.382,-37.609,-7.315,-6.684,2355.419,-25.359,-7.315,-6.684,2367.85,-25.359,37.335,-6.684,2378.692,-37.609,37.335,-6.684,2361.053,-37.609,24.135,-6.684,2333.504,-25.359,24.135,-6.684,2362.092,6.479,12.65,0.0,2387.451,-6.872,12.65,0.0,2357.014,-6.872,-12.63,0.0,2322.2,6.479,-12.63,0.0,2361.645,37.369,10.956,-14.946,2363.246,22.469,10.956,-15.266,2327.144,,,,,37.369,-3.952,-15.076,2349.897,37.369,45.572,-16.166,2391.301,22.977,45.572,-16.461,2357.813,22.977,28.482,-16.111,2332.604,37.367,28.482,-16.511,2363.878,6.915,-56.16,-16.151,2382.946,-2.794,-56.16,-15.911,2347.262,-2.794,-70.539,-15.931,2346.937,,,,,-9.541,53.623,-17.031,2361.374,-20.557,64.708,-17.796,2356.742,-20.557,53.623,-17.501,2339.585,-9.541,42.539,-16.931,2354.758,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2388.933,-37.255,-25.745,-7.364,2357.002,-37.255,-39.545,-7.339,2344.145,,,,,383,15,0.8566075968788169,3.680899392456041
809,-25.359,5.885,-6.684,2340.133,-37.609,5.885,-6.684,2302.868,,,,,-25.359,-7.315,-6.684,2331.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7129669994396837,3.4604643079291573
810,-25.359,5.885,-6.684,2350.681,-37.609,5.885,-6.684,2327.862,,,,,-25.359,-7.315,-6.684,2380.507,-25.359,37.335,-6.684,2330.453,,,,,-37.609,24.135,-6.684,2343.271,-25.359,24.135,-6.684,2351.878,6.479,12.65,0.0,2356.473,-6.872,12.65,0.0,2322.781,-6.872,-12.63,0.0,2366.027,6.479,-12.63,0.0,2391.64,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2396.635,22.977,45.572,-16.461,2326.456,22.977,28.482,-16.111,2352.268,37.367,28.482,-16.511,2382.04,6.915,-56.16,-16.151,2349.874,-2.794,-56.16,-15.911,2331.914,-2.794,-70.539,-15.931,2358.953,6.915,-70.539,-16.101,2374.294,,,,,-20.557,64.708,-17.796,2332.526,-20.557,53.623,-17.501,2348.941,,,,,42.14,-16.802,-15.136,2351.796,26.94,-16.802,-15.456,2322.166,26.94,-32.102,-15.456,2357.517,42.14,-32.102,-14.686,2389.777,-25.359,-25.745,-7.329,2342.379,,,,,-37.255,-39.545,-7.339,2351.173,-25.359,-39.545,-7.279,2373.855,503,15,0.8946557745722933,2.3961625300630147
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2406.102,-6.872,12.65,0.0,2443.385,-6.872,-12.63,0.0,2335.179,6.479,-12.63,0.0,2352.093,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2381.508,22.977,45.572,-16.461,2368.394,22.977,28.482,-16.111,2329.739,37.367,28.482,-16.511,2351.892,6.915,-56.16,-16.151,2381.821,-2.794,-56.16,-15.911,2371.261,-2.794,-70.539,-15.931,2348.958,6.915,-70.539,-16.101,2356.644,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2381.938,26.94,-16.802,-15.456,2358.916,26.94,-32.102,-15.456,2336.792,42.14,-32.102,-14.686,2359.862,-25.359,-25.745,-7.329,2387.088,-37.255,-25.745,-7.364,2345.975,-37.255,-39.545,-7.339,2344.222,-25.359,-39.545,-7.279,2347.761,436,9,0.7864453609486449,3.945316774133182
812,-25.359,5.885,-6.684,2359.307,-37.609,5.885,-6.684,2343.769,-37.609,-7.315,-6.684,2353.288,-25.359,-7.315,-6.684,1906.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.469,10.956,-15.266,2329.324,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2358.547,-2.794,-56.16,-15.911,2338.183,-2.794,-70.539,-15.931,2357.188,6.915,-70.539,-16.101,2377.097,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,1844.317,26.94,-16.802,-15.456,2328.282,26.94,-32.102,-15.456,2349.042,42.14,-32.102,-14.686,2382.266,,,,,,,,,,,,,,,,,169,7,0.8806931405563387,2.6478390082005974
813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2376.545,-20.557,64.708,-17.796,2328.452,-20.557,53.623,-17.501,2346.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,1,0.7517133088339577,2.6446974155470078
814,-25.359,5.885,-6.684,2366.097,,,,,-37.609,-7.315,-6.684,2346.35,-25.359,-7.315,-6.684,2348.283,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2350.004,,,,,-6.872,-12.63,0.0,2567.283,6.479,-12.63,0.0,2296.874,37.369,10.956,-14.946,2355.084,22.469,10.956,-15.266,2342.639,22.469,-3.952,-15.346,2322.216,37.369,-3.952,-15.076,2348.869,37.369,45.572,-16.166,2386.825,22.977,45.572,-16.461,2352.951,22.977,28.482,-16.111,2312.089,37.367,28.482,-16.511,2328.733,6.915,-56.16,-16.151,2395.267,-2.794,-56.16,-15.911,2421.536,-2.794,-70.539,-15.931,2353.353,6.915,-70.539,-16.101,2350.098,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2412.983,26.94,-16.802,-15.456,2356.606,,,,,42.14,-32.102,-14.686,2349.322,-25.359,-25.745,-7.329,2346.735,,,,,,,,,-25.359,-39.545,-7.279,2309.185,445,13,0.8007570608149984,4.176049301246833
815,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2363.6,-37.609,37.335,-6.684,2346.324,-37.609,24.135,-6.684,2358.997,-25.359,24.135,-6.684,2381.878,6.479,12.65,0.0,2351.404,,,,,-6.872,-12.63,0.0,2358.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.255,-25.745,-7.364,2318.244,-37.255,-39.545,-7.339,2345.54,-25.359,-39.545,-7.279,2361.738,262,5,0.7278022980816354,2.481509130485538
816,-25.359,5.885,-6.684,2334.446,,,,,-37.609,-7.315,-6.684,2349.16,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2351.683,-6.872,12.65,0.0,2330.608,-6.872,-12.63,0.0,2376.222,6.479,-12.63,0.0,2395.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2346.705,-2.794,-56.16,-15.911,2336.939,-2.794,-70.539,-15.931,2357.411,6.915,-70.539,-16.101,2307.828,,,,,,,,,,,,,,,,,,,,,26.94,-16.802,-15.456,2322.414,26.94,-32.102,-15.456,2352.421,,,,,,,,,,,,,,,,,,,,,165,7,0.7710864635310948,2.193006205130875
817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.872,12.65,0.0,2307.762,,,,,6.479,-12.63,0.0,2350.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2337.339,-2.794,-56.16,-15.911,2340.373,,,,,6.915,-70.539,-16.101,2366.058,,,,,,,,,,,,,,,,,,,,,,,,,26.94,-32.102,-15.456,2308.879,42.14,-32.102,-14.686,2345.815,,,,,,,,,,,,,,,,,164,5,0.9328784851909692,2.646791810649401
818,-25.359,5.885,-6.684,2367.18,-37.609,5.885,-6.684,2339.983,-37.609,-7.315,-6.684,2358.039,-25.359,-7.315,-6.684,2385.462,,,,,-37.609,37.335,-6.684,2138.457,-37.609,24.135,-6.684,2317.352,-25.359,24.135,-6.684,2345.99,6.479,12.65,0.0,2350.108,-6.872,12.65,0.0,2299.856,-6.872,-12.63,0.0,2329.675,6.479,-12.63,0.0,2358.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2355.302,-2.794,-56.16,-15.911,2331.75,-2.794,-70.539,-15.931,2351.753,6.915,-70.539,-16.101,2375.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2363.168,-37.255,-25.745,-7.364,2337.545,-37.255,-39.545,-7.339,2357.988,-25.359,-39.545,-7.279,2384.034,295,9,0.8557349322528198,2.5980971245187594
819,-25.359,5.885,-6.684,2382.414,-37.609,5.885,-6.684,2360.139,-37.609,-7.315,-6.684,2348.069,-25.359,-7.315,-6.684,2362.24,-25.359,37.335,-6.684,2376.012,-37.609,37.335,-6.684,2362.3,-37.609,24.135,-6.684,2337.671,-25.359,24.135,-6.684,2356.639,6.479,12.65,0.0,2415.183,-6.872,12.65,0.0,2392.321,-6.872,-12.63,0.0,2372.843,6.479,-12.63,0.0,2358.072,37.369,10.956,-14.946,2372.709,22.469,10.956,-15.266,2362.05,22.469,-3.952,-15.346,2343.467,37.369,-3.952,-15.076,2356.68,37.369,45.572,-16.166,2388.379,22.977,45.572,-16.461,2375.362,22.977,28.482,-16.111,2339.099,37.367,28.482,-16.511,2358.963,6.915,-56.16,-16.151,2378.12,-2.794,-56.16,-15.911,2350.776,-2.794,-70.539,-15.931,2328.022,6.915,-70.539,-16.101,2351.937,-9.541,53.623,-17.031,2361.554,-20.557,64.708,-17.796,2367.04,-20.557,53.623,-17.501,2343.26,-9.541,42.539,-16.931,2357.144,42.14,-16.802,-15.136,2396.864,26.94,-16.802,-15.456,2375.065,26.94,-32.102,-15.456,2343.25,42.14,-32.102,-14.686,2378.221,-25.359,-25.745,-7.329,2360.516,-37.255,-25.745,-7.364,2382.475,-37.255,-39.545,-7.339,2330.035,-25.359,-39.545,-7.279,2351.035,511,17,0.712268867738886,4.061904768166403
820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.255,-25.745,-7.364,2350.518,,,,,-25.359,-39.545,-7.279,2337.781,256,1,0.8155923594569502,2.3061035406601076
821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2336.725,,,,,-6.872,-12.63,0.0,2341.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2388.408,-2.794,-56.16,-15.911,2338.069,-2.794,-70.539,-15.931,2349.89,6.915,-70.539,-16.101,2373.394,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2356.636,26.94,-16.802,-15.456,2337.94,26.94,-32.102,-15.456,2785.329,,,,,,,,,,,,,,,,,,,,,164,5,0.8958775050486893,2.579073035672021
822,-25.359,5.885,-6.684,2342.208,,,,,-37.609,-7.315,-6.684,2338.772,-25.359,-7.315,-6.684,2637.05,,,,,-37.609,37.335,-6.684,2281.321,,,,,-25.359,24.135,-6.684,2350.314,6.479,12.65,0.0,2348.397,-6.872,12.65,0.0,2318.205,-6.872,-12.63,0.0,2388.532,,,,,37.369,10.956,-14.946,2311.365,,,,,,,,,37.369,-3.952,-15.076,2347.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.557,64.708,-17.796,2341.16,-20.557,53.623,-17.501,2360.344,,,,,42.14,-16.802,-15.136,2359.602,,,,,26.94,-32.102,-15.456,2315.579,42.14,-32.102,-14.686,2347.414,,,,,,,,,-37.255,-39.545,-7.339,2353.926,-25.359,-39.545,-7.279,2355.842,463,13,1.0459758207202017,2.43770136626048
823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.255,-25.745,-7.364,2349.374,,,,,-25.359,-39.545,-7.279,2357.242,256,1,1.0060077808495316,3.80429417057204
824,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,1873.432,-37.609,37.335,-6.684,2290.328,,,,,-25.359,24.135,-6.684,2347.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2344.071,,,,,-2.794,-70.539,-15.931,2340.667,6.915,-70.539,-16.101,2385.533,,,,,,,,,,,,,,,,,,,,,,,,,26.94,-32.102,-15.456,2318.695,42.14,-32.102,-14.686,2353.484,,,,,,,,,,,,,,,,,162,5,1.2550662651091222,2.4438100186424605
825,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2391.075,-37.609,37.335,-6.684,2383.23,-37.609,24.135,-6.684,2358.081,-25.359,24.135,-6.684,2360.679,,,,,,,,,,,,,,,,,37.369,10.956,-14.946,2386.917,22.469,10.956,-15.266,2369.942,22.469,-3.952,-15.346,2341.107,37.369,-3.952,-15.076,2357.743,37.369,45.572,-16.166,2395.57,22.977,45.572,-16.461,2379.903,22.977,28.482,-16.111,2339.514,37.367,28.482,-16.511,2357.097,6.915,-56.16,-16.151,2388.321,-2.794,-56.16,-15.911,2378.924,-2.794,-70.539,-15.931,2346.632,6.915,-70.539,-16.101,2353.785,-9.541,53.623,-17.031,2350.986,-20.557,64.708,-17.796,2365.786,-20.557,53.623,-17.501,2335.961,,,,,42.14,-16.802,-15.136,2393.328,26.94,-16.802,-15.456,2379.05,26.94,-32.102,-15.456,2349.276,42.14,-32.102,-14.686,2364.653,-25.359,-25.745,-7.329,2385.71,-37.255,-25.745,-7.364,2373.502,-37.255,-39.545,-7.339,2346.605,-25.359,-39.545,-7.279,2359.413,506,13,0.7936012108818217,4.266980955275737
826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2351.117,-6.872,12.65,0.0,2300.979,-6.872,-12.63,0.0,2352.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2362.491,-20.557,64.708,-17.796,2323.468,-20.557,53.623,-17.501,2347.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,3,1.0192722831646885,2.151292836008211
827,,,,,-37.609,5.885,-6.684,2345.717,,,,,-25.359,-7.315,-6.684,2357.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2391.533,-20.557,64.708,-17.796,2346.702,-20.557,53.623,-17.501,2330.435,,,,,42.14,-16.802,-15.136,2354.55,26.94,-16.802,-15.456,2321.065,26.94,-32.102,-15.456,2304.142,42.14,-32.102,-14.686,2332.117,,,,,,,,,,,,,,,,,193,5,0.8754571528003556,3.778114231792125
828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2341.888,-6.872,12.65,0.0,2317.107,-6.872,-12.63,0.0,2566.7,6.479,-12.63,0.0,2386.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2354.485,-37.255,-25.745,-7.364,2329.582,-37.255,-39.545,-7.339,2361.121,-25.359,-39.545,-7.279,2378.617,260,3,0.8258898020437168,2.35165663413716
829,-25.359,5.885,-6.684,2347.86,-37.609,5.885,-6.684,2330.875,-37.609,-7.315,-6.684,2341.219,-25.359,-7.315,-6.684,2377.883,-25.359,37.335,-6.684,2367.565,-37.609,37.335,-6.684,2350.036,-37.609,24.135,-6.684,2354.157,-25.359,24.135,-6.684,2382.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2326.486,22.977,45.572,-16.461,2295.812,,,,,37.367,28.482,-16.511,2347.568,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2351.51,-20.557,64.708,-17.796,2322.102,-20.557,53.623,-17.501,2329.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7,0.7883652231258387,2.657438319086566
830,-25.359,5.885,-6.684,2323.993,-37.609,5.885,-6.684,2061.242,-37.609,-7.315,-6.684,2354.172,-25.359,-7.315,-6.684,2351.434,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2392.183,-6.872,12.65,0.0,2304.887,-6.872,-12.63,0.0,2356.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2366.193,-20.557,64.708,-17.796,2331.532,-20.557,53.623,-17.501,2351.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,5,0.881216739331937,2.1497220396814156
831,-25.359,5.885,-6.684,2362.049,-37.609,5.885,-6.684,2339.294,-37.609,-7.315,-6.684,2353.84,-25.359,-7.315,-6.684,2376.277,-25.359,37.335,-6.684,2370.515,-37.609,37.335,-6.684,2348.879,-37.609,24.135,-6.684,2355.547,-25.359,24.135,-6.684,2381.312,6.479,12.65,0.0,2371.973,-6.872,12.65,0.0,2341.563,-6.872,-12.63,0.0,2361.263,6.479,-12.63,0.0,2387.829,37.369,10.956,-14.946,2371.202,22.469,10.956,-15.266,2338.328,22.469,-3.952,-15.346,2355.764,37.369,-3.952,-15.076,2390.583,37.369,45.572,-16.166,2378.751,22.977,45.572,-16.461,2346.776,22.977,28.482,-16.111,2359.232,37.367,28.482,-16.511,2387.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2366.933,26.94,-16.802,-15.456,2337.445,26.94,-32.102,-15.456,2352.197,42.14,-32.102,-14.686,2380.629,,,,,,,,,,,,,,,,,159,11,0.7120943348136864,2.7543040925722515
832,-25.359,5.885,-6.684,2355.284,-37.609,5.885,-6.684,2344.67,-37.609,-7.315,-6.684,2506.242,-25.359,-7.315,-6.684,2387.952,-25.359,37.335,-6.684,2422.447,-37.609,37.335,-6.684,2331.811,-37.609,24.135,-6.684,2353.719,-25.359,24.135,-6.684,2363.422,6.479,12.65,0.0,2355.067,-6.872,12.65,0.0,2337.221,,,,,6.479,-12.63,0.0,2395.07,37.369,10.956,-14.946,2348.904,22.469,10.956,-15.266,2322.801,22.469,-3.952,-15.346,2360.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2320.803,26.94,-16.802,-15.456,2342.74,,,,,42.14,-32.102,-14.686,2349.923,,,,,,,,,,,,,,,,,143,9,0.6983062337229312,2.1331414117874696
833,-25.359,5.885,-6.684,2530.257,,,,,,,,,-25.359,-7.315,-6.684,2348.025,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2347.598,,,,,-6.872,-12.63,0.0,2250.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0.8983209660014814,2.519033709403416
834,-25.359,5.885,-6.684,2354.452,-37.609,5.885,-6.684,2381.347,-37.609,-7.315,-6.684,2312.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.94,-16.802,-15.456,2347.179,,,,,42.14,-32.102,-14.686,2287.022,,,,,,,,,,,,,,,,,129,3,1.0449286231690051,4.431565503738802
835,,,,,,,,,,,,,,,,,,,,,-37.609,37.335,-6.684,2300.846,,,,,-25.359,24.135,-6.684,2347.45,,,,,,,,,,,,,,,,,,,,,22.469,10.956,-15.266,2291.776,22.469,-3.952,-15.346,2320.125,37.369,-3.952,-15.076,2354.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,1.0023425894203435,2.467371963544384
836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.872,12.65,0.0,2361.983,-6.872,-12.63,0.0,2332.081,6.479,-12.63,0.0,2358.017,,,,,22.469,10.956,-15.266,2357.995,22.469,-3.952,-15.346,2344.608,37.369,-3.952,-15.076,2381.4,,,,,,,,,,,,,,,,,,,,,-2.794,-56.16,-15.911,2352.114,-2.794,-70.539,-15.931,2336.695,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2395.502,26.94,-16.802,-15.456,2358.263,26.94,-32.102,-15.456,2345.968,42.14,-32.102,-14.686,2375.835,,,,,-37.255,-25.745,-7.364,2348.157,-37.255,-39.545,-7.339,2425.672,,,,,428,9,0.8960520379738889,3.6145768808802563
