,X_1,Y_1,Z_1,t_1,X_2,Y_2,Z_2,t_2,X_3,Y_3,Z_3,t_3,X_4,Y_4,Z_4,t_4,X_5,Y_5,Z_5,t_5,X_6,Y_6,Z_6,t_6,X_7,Y_7,Z_7,t_7,X_8,Y_8,Z_8,t_8,X_9,Y_9,Z_9,t_9,X_10,Y_10,Z_10,t_10,X_11,Y_11,Z_11,t_11,X_12,Y_12,Z_12,t_12,X_13,Y_13,Z_13,t_13,X_14,Y_14,Z_14,t_14,X_15,Y_15,Z_15,t_15,X_16,Y_16,Z_16,t_16,X_17,Y_17,Z_17,t_17,X_18,Y_18,Z_18,t_18,X_19,Y_19,Z_19,t_19,X_20,Y_20,Z_20,t_20,X_21,Y_21,Z_21,t_21,X_22,Y_22,Z_22,t_22,X_23,Y_23,Z_23,t_23,X_24,Y_24,Z_24,t_24,X_25,Y_25,Z_25,t_25,X_26,Y_26,Z_26,t_26,X_27,Y_27,Z_27,t_27,X_28,Y_28,Z_28,t_28,X_29,Y_29,Z_29,t_29,X_30,Y_30,Z_30,t_30,X_31,Y_31,Z_31,t_31,X_32,Y_32,Z_32,t_32,X_33,Y_33,Z_33,t_33,X_34,Y_34,Z_34,t_34,X_35,Y_35,Z_35,t_35,X_36,Y_36,Z_36,t_36,clusters_bit,clusters_num,theta,phi
3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.369,10.956,-14.946,2394.712,22.469,10.956,-15.266,2362.382,22.469,-3.952,-15.346,2326.19,37.369,-3.952,-15.076,2341.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2172.071,,,,,26.94,-32.102,-15.456,2347.377,42.14,-32.102,-14.686,2355.285,-25.359,-25.745,-7.329,2357.174,-37.255,-25.745,-7.364,2356.094,-37.255,-39.545,-7.339,2731.736,-25.359,-39.545,-7.279,2321.706,392,5,1.0430087609918113,4.402942104006096
3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2349.986,,,,,-6.872,-12.63,0.0,2355.948,6.479,-12.63,0.0,2388.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2353.363,-2.794,-56.16,-15.911,2321.398,,,,,,,,,-9.541,53.623,-17.031,2353.157,-20.557,64.708,-17.796,2295.017,,,,,-9.541,42.539,-16.931,2362.375,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2344.27,-37.255,-25.745,-7.364,2348.12,-37.255,-39.545,-7.339,2352.13,,,,,356,7,1.110203937193593,2.4692918257215775
3119,-25.359,5.885,-6.684,2344.567,,,,,-37.609,-7.315,-6.684,2587.556,-25.359,-7.315,-6.684,2304.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2341.542,,,,,,,,,6.915,-70.539,-16.101,2302.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,0.9096656061394445,3.818780403363593
3120,-25.359,5.885,-6.684,2349.229,,,,,-37.609,-7.315,-6.684,2343.329,-25.359,-7.315,-6.684,2377.167,,,,,,,,,,,,,,,,,,,,,,,,,-6.872,-12.63,0.0,2326.931,6.479,-12.63,0.0,2358.898,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2345.762,22.977,45.572,-16.461,2332.924,,,,,,,,,6.915,-56.16,-16.151,2353.69,,,,,-2.794,-70.539,-15.931,2349.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,7,1.2578587919123132,2.543119253080938
3121,,,,,-37.609,5.885,-6.684,2333.802,-37.609,-7.315,-6.684,2354.364,-25.359,-7.315,-6.684,2383.383,-25.359,37.335,-6.684,2370.153,-37.609,37.335,-6.684,2344.981,-37.609,24.135,-6.684,2356.167,-25.359,24.135,-6.684,2385.515,,,,,,,,,,,,,,,,,37.369,10.956,-14.946,2339.597,,,,,22.469,-3.952,-15.346,2331.623,37.369,-3.952,-15.076,2358.66,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2356.027,-2.794,-56.16,-15.911,2328.688,-2.794,-70.539,-15.931,2371.947,6.915,-70.539,-16.101,2376.694,-9.541,53.623,-17.031,2367.148,-20.557,64.708,-17.796,2334.614,-20.557,53.623,-17.501,2346.371,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2350.11,-37.255,-25.745,-7.364,2325.052,-37.255,-39.545,-7.339,2348.211,-25.359,-39.545,-7.279,2371.21,363,11,0.8597491895324068,2.5490533725377187
3122,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2576.325,-37.609,37.335,-6.684,2307.664,,,,,-25.359,24.135,-6.684,2347.472,,,,,-6.872,12.65,0.0,2286.508,-6.872,-12.63,0.0,2717.481,6.479,-12.63,0.0,2356.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2342.283,-2.794,-56.16,-15.911,2312.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,5,0.9700539982584483,2.854485991636726
3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2355.856,,,,,,,,,6.479,-12.63,0.0,2299.703,,,,,,,,,,,,,,,,,,,,,22.977,45.572,-16.461,2352.042,22.977,28.482,-16.111,2312.244,,,,,6.915,-56.16,-16.151,2403.531,-2.794,-56.16,-15.911,2350.91,-2.794,-70.539,-15.931,2322.425,6.915,-70.539,-16.101,2366.779,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2373.115,26.94,-16.802,-15.456,2357.218,26.94,-32.102,-15.456,2329.772,42.14,-32.102,-14.686,2348.531,,,,,,,,,,,,,,,,,180,7,0.8504989444968367,4.019667800268141
3124,-25.359,5.885,-6.684,2361.066,-37.609,5.885,-6.684,2337.63,-37.609,-7.315,-6.684,2352.743,-25.359,-7.315,-6.684,2376.633,-25.359,37.335,-6.684,2354.443,-37.609,37.335,-6.684,2333.489,-37.609,24.135,-6.684,2355.967,-25.359,24.135,-6.684,2375.01,6.479,12.65,0.0,2371.489,-6.872,12.65,0.0,2342.698,-6.872,-12.63,0.0,2361.769,6.479,-12.63,0.0,2386.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2375.375,26.94,-16.802,-15.456,2345.623,26.94,-32.102,-15.456,2361.905,42.14,-32.102,-14.686,2391.787,-25.359,-25.745,-7.329,2368.633,-37.255,-25.745,-7.364,2343.18,-37.255,-39.545,-7.339,2359.373,-25.359,-39.545,-7.279,2384.012,391,9,0.7396705369951969,2.7232372318867526
3125,,,,,,,,,,,,,,,,,,,,,-37.609,37.335,-6.684,2335.194,-37.609,24.135,-6.684,2324.977,-25.359,24.135,-6.684,2371.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.977,45.572,-16.461,2290.039,,,,,37.367,28.482,-16.511,2349.108,,,,,-2.794,-56.16,-15.911,2316.706,-2.794,-70.539,-15.931,2347.871,6.915,-70.539,-16.101,2371.319,,,,,-20.557,64.708,-17.796,2340.351,-20.557,53.623,-17.501,2352.296,,,,,42.14,-16.802,-15.136,2351.657,26.94,-16.802,-15.456,2301.137,,,,,,,,,,,,,,,,,,,,,,,,,242,9,0.9084438756630485,2.807711167683278
3126,-25.359,5.885,-6.684,2367.289,-37.609,5.885,-6.684,2348.047,-37.609,-7.315,-6.684,2335.756,-25.359,-7.315,-6.684,2362.035,,,,,,,,,,,,,,,,,,,,,-6.872,12.65,0.0,2356.174,-6.872,-12.63,0.0,2333.589,6.479,-12.63,0.0,2357.484,,,,,,,,,,,,,,,,,,,,,22.977,45.572,-16.461,2345.694,22.977,28.482,-16.111,2327.576,,,,,6.915,-56.16,-16.151,2348.299,-2.794,-56.16,-15.911,2327.332,,,,,6.915,-70.539,-16.101,2345.192,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2392.178,26.94,-16.802,-15.456,2346.525,26.94,-32.102,-15.456,2335.887,,,,,-25.359,-25.745,-7.329,2377.154,-37.255,-25.745,-7.364,2350.341,-37.255,-39.545,-7.339,2341.629,-25.359,-39.545,-7.279,2368.89,437,11,0.8333947178272924,3.499908749024229
3127,-25.359,5.885,-6.684,2322.921,-37.609,5.885,-6.684,2310.006,,,,,-25.359,-7.315,-6.684,2346.491,-25.359,37.335,-6.684,2352.733,-37.609,37.335,-6.684,2332.465,,,,,-25.359,24.135,-6.684,2371.651,6.479,12.65,0.0,2355.681,-6.872,12.65,0.0,2328.013,,,,,6.479,-12.63,0.0,2385.295,37.369,10.956,-14.946,2361.68,22.469,10.956,-15.266,2331.157,22.469,-3.952,-15.346,2354.161,37.369,-3.952,-15.076,2384.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2354.001,26.94,-16.802,-15.456,2327.614,26.94,-32.102,-15.456,2353.71,42.14,-32.102,-14.686,2380.456,,,,,,,,,,,,,,,,,143,9,0.7456046564519776,2.557430952947291
3128,-25.359,5.885,-6.684,2517.122,-37.609,5.885,-6.684,2327.494,-37.609,-7.315,-6.684,2345.565,-25.359,-7.315,-6.684,2365.423,-25.359,37.335,-6.684,2355.625,-37.609,37.335,-6.684,2335.009,-37.609,24.135,-6.684,2353.185,-25.359,24.135,-6.684,2372.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2305.631,,,,,,,,,37.367,28.482,-16.511,2337.665,,,,,-2.794,-56.16,-15.911,2326.975,-2.794,-70.539,-15.931,2354.162,6.915,-70.539,-16.101,2367.595,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2314.05,26.94,-16.802,-15.456,2291.603,26.94,-32.102,-15.456,2317.804,42.14,-32.102,-14.686,2347.078,-25.359,-25.745,-7.329,2352.337,-37.255,-25.745,-7.364,2332.528,,,,,-25.359,-39.545,-7.279,2377.275,435,11,0.7415903991723907,2.325127629506846
3129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2347.224,,,,,,,,,37.367,28.482,-16.511,2325.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2372.789,26.94,-16.802,-15.456,2347.685,26.94,-32.102,-15.456,2331.58,,,,,-25.359,-25.745,-7.329,2344.944,,,,,-37.255,-39.545,-7.339,2297.574,,,,,400,5,0.8248426044925201,3.7203438335511128
3130,,,,,-37.609,5.885,-6.684,2338.747,,,,,-25.359,-7.315,-6.684,2333.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.369,10.956,-14.946,2384.786,,,,,22.469,-3.952,-15.346,2322.233,37.369,-3.952,-15.076,2349.182,37.369,45.572,-16.166,2348.735,,,,,,,,,37.367,28.482,-16.511,2286.138,6.915,-56.16,-16.151,2397.169,-2.794,-56.16,-15.911,2373.788,-2.794,-70.539,-15.931,2340.845,6.915,-70.539,-16.101,2356.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2387.179,-37.255,-25.745,-7.364,2356.069,,,,,-25.359,-39.545,-7.279,2353.001,313,9,1.1622147489030241,4.013384614960961
3131,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2368.79,-37.609,37.335,-6.684,2353.59,-37.609,24.135,-6.684,2330.412,-25.359,24.135,-6.684,2354.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.557,64.708,-17.796,2346.306,-20.557,53.623,-17.501,2332.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3,0.7593927575427327,3.816336942410801
3132,-25.359,5.885,-6.684,2384.194,-37.609,5.885,-6.684,2375.43,-37.609,-7.315,-6.684,2345.236,-25.359,-7.315,-6.684,2359.576,-25.359,37.335,-6.684,2383.127,-37.609,37.335,-6.684,2373.328,-37.609,24.135,-6.684,2342.083,-25.359,24.135,-6.684,2357.103,6.479,12.65,0.0,2407.943,-6.872,12.65,0.0,2392.009,-6.872,-12.63,0.0,2336.31,6.479,-12.63,0.0,2352.868,37.369,10.956,-14.946,2376.219,,,,,22.469,-3.952,-15.346,2334.239,37.369,-3.952,-15.076,2349.89,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2330.881,-2.794,-56.16,-15.911,2338.444,,,,,6.915,-70.539,-16.101,2314.796,-9.541,53.623,-17.031,2342.868,-20.557,64.708,-17.796,2363.592,-20.557,53.623,-17.501,2330.44,-9.541,42.539,-16.931,2327.981,42.14,-16.802,-15.136,2179.604,26.94,-16.802,-15.456,2347.981,26.94,-32.102,-15.456,2352.093,,,,,,,,,,,,,,,,,,,,,239,13,0.8192575508861383,4.2140974789403085
3133,,,,,,,,,-37.609,-7.315,-6.684,2346.59,-25.359,-7.315,-6.684,2350.192,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2335.807,-6.872,12.65,0.0,2148.283,-6.872,-12.63,0.0,2346.229,6.479,-12.63,0.0,2357.045,,,,,22.469,10.956,-15.266,2310.982,22.469,-3.952,-15.346,2349.305,,,,,,,,,,,,,,,,,,,,,,,,,-2.794,-56.16,-15.911,2316.128,,,,,6.915,-70.539,-16.101,2352.809,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2320.7,,,,,26.94,-32.102,-15.456,2350.967,42.14,-32.102,-14.686,2361.783,,,,,,,,,,,,,,,,,173,9,0.7822565707438585,1.964891671895216
3134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.255,-25.745,-7.364,2278.128,,,,,-25.359,-39.545,-7.279,2338.171,256,1,1.041263431739817,1.9949113350295187
3135,-25.359,5.885,-6.684,2347.189,,,,,-37.609,-7.315,-6.684,2309.989,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2358.523,,,,,,,,,6.479,-12.63,0.0,2307.704,37.369,10.956,-14.946,2376.428,,,,,22.469,-3.952,-15.346,2313.853,37.369,-3.952,-15.076,2351.248,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2386.079,-2.794,-56.16,-15.911,2369.278,-2.794,-70.539,-15.931,2339.806,6.915,-70.539,-16.101,2357.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,0.8112290363269643,3.826459852072368
3136,-25.359,5.885,-6.684,2376.835,-37.609,5.885,-6.684,2359.278,-37.609,-7.315,-6.684,2343.791,-25.359,-7.315,-6.684,2358.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.369,10.956,-14.946,2372.263,22.469,10.956,-15.266,2348.461,22.469,-3.952,-15.346,2324.377,37.369,-3.952,-15.076,2355.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2386.388,-37.255,-25.745,-7.364,2359.653,-37.255,-39.545,-7.339,2341.183,-25.359,-39.545,-7.279,2361.086,265,5,0.7737044574090862,3.9360665290976122
3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2358.917,22.977,45.572,-16.461,2311.784,22.977,28.482,-16.111,2346.025,37.367,28.482,-16.511,2359.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,0.7799876427162659,2.0451768174869556
3138,-25.359,5.885,-6.684,2386.726,-37.609,5.885,-6.684,2358.093,-37.609,-7.315,-6.684,2351.015,-25.359,-7.315,-6.684,2380.168,-25.359,37.335,-6.684,2382.289,-37.609,37.335,-6.684,2354.755,-37.609,24.135,-6.684,2345.108,-25.359,24.135,-6.684,2374.344,6.479,12.65,0.0,2390.428,-6.872,12.65,0.0,2354.144,-6.872,-12.63,0.0,2336.81,6.479,-12.63,0.0,2366.65,,,,,,,,,,,,,,,,,,,,,,,,,22.977,28.482,-16.111,2309.105,37.367,28.482,-16.511,2349.32,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2368.903,-20.557,64.708,-17.796,2352.749,-20.557,53.623,-17.501,2343.013,-9.541,42.539,-16.931,2367.282,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2382.34,-37.255,-25.745,-7.364,2352.018,-37.255,-39.545,-7.339,2344.548,,,,,343,11,0.8415977653116656,3.4341098362240428
3139,-25.359,5.885,-6.684,2373.157,-37.609,5.885,-6.684,2336.997,-37.609,-7.315,-6.684,2318.736,-25.359,-7.315,-6.684,2348.401,-25.359,37.335,-6.684,2371.912,-37.609,37.335,-6.684,2359.125,-37.609,24.135,-6.684,2331.328,-25.359,24.135,-6.684,2360.983,6.479,12.65,0.0,2377.812,-6.872,12.65,0.0,2356.845,-6.872,-12.63,0.0,2346.922,6.479,-12.63,0.0,2340.89,37.369,10.956,-14.946,2388.625,22.469,10.956,-15.266,2358.812,22.469,-3.952,-15.346,2337.975,37.369,-3.952,-15.076,2372.917,37.369,45.572,-16.166,2364.797,22.977,45.572,-16.461,2353.926,22.977,28.482,-16.111,2323.924,37.367,28.482,-16.511,2350.579,,,,,,,,,,,,,,,,,-9.541,53.623,-17.031,2363.211,-20.557,64.708,-17.796,2361.828,-20.557,53.623,-17.501,2347.64,-9.541,42.539,-16.931,2354.189,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2344.983,-37.255,-25.745,-7.364,2325.05,-37.255,-39.545,-7.339,2324.244,-25.359,-39.545,-7.279,2351.196,351,13,0.7262315017548405,3.833266636155146
3140,-25.359,5.885,-6.684,2368.679,-37.609,5.885,-6.684,2339.697,-37.609,-7.315,-6.684,2357.251,-25.359,-7.315,-6.684,2382.635,-25.359,37.335,-6.684,2380.297,-37.609,37.335,-6.684,2349.976,-37.609,24.135,-6.684,2351.99,-25.359,24.135,-6.684,2383.106,6.479,12.65,0.0,2377.866,-6.872,12.65,0.0,2343.722,-6.872,-12.63,0.0,2362.848,6.479,-12.63,0.0,2391.72,37.369,10.956,-14.946,2401.399,22.469,10.956,-15.266,2343.568,22.469,-3.952,-15.346,2359.914,37.369,-3.952,-15.076,2396.281,,,,,22.977,45.572,-16.461,2308.61,,,,,37.367,28.482,-16.511,2355.114,6.915,-56.16,-16.151,2369.242,-2.794,-56.16,-15.911,2342.829,-2.794,-70.539,-15.931,2356.854,6.915,-70.539,-16.101,2379.801,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2379.329,26.94,-16.802,-15.456,2342.61,26.94,-32.102,-15.456,2360.273,42.14,-32.102,-14.686,2403.733,-25.359,-25.745,-7.329,2361.715,-37.255,-25.745,-7.364,2334.51,-37.255,-39.545,-7.339,2350.159,-25.359,-39.545,-7.279,2381.607,447,15,0.8370599092564804,2.791130539789332
3141,,,,,-37.609,5.885,-6.684,1876.429,-37.609,-7.315,-6.684,2328.05,-25.359,-7.315,-6.684,2353.419,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2418.01,-6.872,12.65,0.0,2372.699,-6.872,-12.63,0.0,2331.785,6.479,-12.63,0.0,2357.29,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2344.467,,,,,22.977,28.482,-16.111,2401.113,37.367,28.482,-16.511,2306.848,6.915,-56.16,-16.151,2382.08,-2.794,-56.16,-15.911,2359.647,-2.794,-70.539,-15.931,2342.734,6.915,-70.539,-16.101,2354.346,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2369.009,26.94,-16.802,-15.456,1762.606,26.94,-32.102,-15.456,2321.021,42.14,-32.102,-14.686,2352.769,-25.359,-25.745,-7.329,2378.097,-37.255,-25.745,-7.364,2353.908,-37.255,-39.545,-7.339,2338.242,-25.359,-39.545,-7.279,2359.658,437,11,0.9077457439622507,3.773052776961342
3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2419.688,-6.872,12.65,0.0,2401.95,-6.872,-12.63,0.0,2347.867,6.479,-12.63,0.0,2358.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2341.342,-2.794,-56.16,-15.911,2347.908,,,,,6.915,-70.539,-16.101,2318.907,-9.541,53.623,-17.031,2344.41,-20.557,64.708,-17.796,2359.057,-20.557,53.623,-17.501,2335.978,-9.541,42.539,-16.931,2335.453,42.14,-16.802,-15.136,2352.091,,,,,26.94,-32.102,-15.456,2301.333,,,,,,,,,-37.255,-25.745,-7.364,2342.294,-37.255,-39.545,-7.339,2318.988,-25.359,-39.545,-7.279,2399.96,484,9,0.7609635538695277,4.262268566295353
3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2366.407,,,,,22.977,28.482,-16.111,2314.628,37.367,28.482,-16.511,2347.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.255,-25.745,-7.364,2331.07,,,,,-25.359,-39.545,-7.279,2342.085,272,3,0.9285151620609834,3.606373833395883
3144,-25.359,5.885,-6.684,2331.897,-37.609,5.885,-6.684,2313.769,-37.609,-7.315,-6.684,2331.565,-25.359,-7.315,-6.684,2354.525,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2353.372,,,,,-6.872,-12.63,0.0,2354.115,6.479,-12.63,0.0,2376.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2355.99,-2.794,-56.16,-15.911,2338.537,-2.794,-70.539,-15.931,2361.41,6.915,-70.539,-16.101,2376.854,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2362.973,26.94,-16.802,-15.456,2330.804,26.94,-32.102,-15.456,2358.39,42.14,-32.102,-14.686,2382.1,-25.359,-25.745,-7.329,2357.132,-37.255,-25.745,-7.364,2331.747,-37.255,-39.545,-7.339,2360.334,-25.359,-39.545,-7.279,2381.522,421,9,0.8272860654453121,2.463008640414398
3145,-25.359,5.885,-6.684,2374.735,-37.609,5.885,-6.684,2346.518,,,,,-25.359,-7.315,-6.684,2358.039,,,,,,,,,,,,,,,,,,,,,-6.872,12.65,0.0,2348.612,-6.872,-12.63,0.0,2305.949,6.479,-12.63,0.0,2342.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2347.248,,,,,,,,,6.915,-70.539,-16.101,2324.599,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2352.151,,,,,,,,,42.14,-32.102,-14.686,2330.708,-25.359,-25.745,-7.329,2351.812,-37.255,-25.745,-7.364,2323.622,,,,,-25.359,-39.545,-7.279,2350.471,421,9,0.9368927424705561,3.7576938795437917
3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,12.65,0.0,2381.192,-6.872,12.65,0.0,2353.977,-6.872,-12.63,0.0,1807.5,6.479,-12.63,0.0,2341.782,37.369,10.956,-14.946,2366.339,22.469,10.956,-15.266,2324.788,,,,,37.369,-3.952,-15.076,2709.867,,,,,,,,,,,,,,,,,6.915,-56.16,-16.151,2367.371,-2.794,-56.16,-15.911,2348.481,-2.794,-70.539,-15.931,2334.133,6.915,-70.539,-16.101,2346.899,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2393.25,26.94,-16.802,-15.456,2348.928,26.94,-32.102,-15.456,2333.154,42.14,-32.102,-14.686,2362.105,,,,,,,,,,,,,,,,,172,7,0.8473573518432469,3.7074283970863546
3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.794,-56.16,-15.911,2363.98,-2.794,-70.539,-15.931,2333.331,6.915,-70.539,-16.101,2351.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,0.951728041112508,3.7924259316584785
3148,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2358.646,-37.609,37.335,-6.684,2340.269,-37.609,24.135,-6.684,2364.138,-25.359,24.135,-6.684,2382.951,6.479,12.65,0.0,2358.594,-6.872,12.65,0.0,2342.34,-6.872,-12.63,0.0,2388.858,6.479,-12.63,0.0,2407.409,,,,,,,,,,,,,,,,,37.369,45.572,-16.166,2362.542,22.977,45.572,-16.461,2352.068,22.977,28.482,-16.111,2373.546,37.367,28.482,-16.511,2393.973,6.915,-56.16,-16.151,2358.068,-2.794,-56.16,-15.911,2347.331,-2.794,-70.539,-15.931,2380.416,6.915,-70.539,-16.101,2391.662,-9.541,53.623,-17.031,2365.288,-20.557,64.708,-17.796,2333.16,-20.557,53.623,-17.501,2363.617,-9.541,42.539,-16.931,2387.695,42.14,-16.802,-15.136,2362.301,26.94,-16.802,-15.456,2344.542,26.94,-32.102,-15.456,2374.79,42.14,-32.102,-14.686,2395.332,-25.359,-25.745,-7.329,2356.1,-37.255,-25.745,-7.364,2336.197,-37.255,-39.545,-7.339,2371.889,-25.359,-39.545,-7.279,2389.903,502,13,0.812276233878161,2.1912608758788807
3149,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2379.087,-37.609,37.335,-6.684,2356.406,-37.609,24.135,-6.684,2341.783,-25.359,24.135,-6.684,2370.434,,,,,,,,,,,,,,,,,37.369,10.956,-14.946,2366.631,,,,,22.469,-3.952,-15.346,2322.557,37.369,-3.952,-15.076,2352.173,37.369,45.572,-16.166,2392.783,22.977,45.572,-16.461,2330.606,22.977,28.482,-16.111,2317.067,37.367,28.482,-16.511,2351.806,6.915,-56.16,-16.151,2378.107,-2.794,-56.16,-15.911,2351.979,-2.794,-70.539,-15.931,2360.738,6.915,-70.539,-16.101,2351.923,,,,,-20.557,64.708,-17.796,2360.93,-20.557,53.623,-17.501,2346.889,,,,,,,,,,,,,,,,,,,,,-25.359,-25.745,-7.329,2384.299,-37.255,-25.745,-7.364,2359.736,-37.255,-39.545,-7.339,2346.856,-25.359,-39.545,-7.279,2374.934,378,11,0.7974409352362092,3.6493089329949435
3150,,,,,,,,,,,,,,,,,-25.359,37.335,-6.684,2397.769,,,,,-37.609,24.135,-6.684,2336.572,-25.359,24.135,-6.684,2356.867,6.479,12.65,0.0,2425.622,-6.872,12.65,0.0,2408.572,-6.872,-12.63,0.0,2349.023,6.479,-12.63,0.0,2356.748,37.369,10.956,-14.946,2351.683,22.469,10.956,-15.266,2337.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,-16.802,-15.136,2373.212,26.94,-16.802,-15.456,2352.298,,,,,42.14,-32.102,-14.686,2333.575,,,,,-37.255,-25.745,-7.364,2352.971,,,,,-25.359,-39.545,-7.279,2333.056,398,9,0.9807005066956137,4.32754388031994
