NRUN,NEvent,Theta,Phi,event_time_ns,clusters_bit,clusters,1_1_t,1_2_t,1_3_t,1_4_t,2_1_t,2_2_t,2_3_t,2_4_t,3_1_t,3_2_t,3_3_t,3_4_t,4_1_t,4_2_t,4_3_t,4_4_t,5_1_t,5_2_t,5_3_t,5_4_t,6_1_t,6_2_t,6_3_t,6_4_t,7_1_t,7_2_t,7_3_t,7_4_t,8_1_t,8_2_t,8_3_t,8_4_t,9_1_t,9_2_t,9_3_t,9_4_t,1_theta,1_phi,1_a_x,1_a_y,1_a_z,2_theta,2_phi,2_a_x,2_a_y,2_a_z,3_theta,3_phi,3_a_x,3_a_y,3_a_z,4_theta,4_phi,4_a_x,4_a_y,4_a_z,5_theta,5_phi,5_a_x,5_a_y,5_a_z,6_theta,6_phi,6_a_x,6_a_y,6_a_z,7_theta,7_phi,7_a_x,7_a_y,7_a_z,8_theta,8_phi,8_a_x,8_a_y,8_a_z,9_theta,9_phi,9_a_x,9_a_y,9_a_z
841,365768,53.85,129.34,55796840942064,404,"5,9,3,8",None,None,None,None,None,None,None,None,2297.692,2275.942,None,2350.719,None,None,None,None,2328.552,None,2347.242,2361.558,None,None,None,None,None,None,None,None,2353.247,None,2321.386,2345.743,2350.006,2344.592,None,2391.413,None,None,None,None,None,None,None,None,None,None,54.569201274077926,122.7928815090805,-0.4413075780089166,0.6849621965777982,0.579719251751416,None,None,None,None,None,40.18783940883664,114.13708075763428,-0.2638750000000168,0.5888771929824628,0.7639330048898832,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,
841,368655,58.62,235.01,56004919551272,445,"6,9,1,3,8,4,5",2386.58,2371.325,2338.071,2359.227,None,None,None,None,2431.039,2406.75,2342.337,2362.244,2377.19,2352.933,2321.893,None,None,2368.52,2326.302,2356.308,2395.364,2372.383,2333.633,2350.735,None,None,None,None,None,2354.535,None,2344.342,2374.898,None,2326.765,2346.117,61.02382100606055,238.19439902693472,-0.46106477732794254,-0.7434590720482874,0.48444595085172726,None,None,None,None,None,66.40502997501845,237.09005354011006,-0.497897473997056,-0.7693394349383345,0.4002685838735227,,,,,,66.20969211566485,229.41181215455677,-0.5953333333333118,-0.6948771929824574,0.4033905166151882,,,,,,None,None,None,None,None,None,None,None,None,None,56.88861511869917,235.5982109691503,-0.4732436974789781,-0.6911086956521936,0.5462684080105211
841,370105,52.32,140.77,56106336948841,175,"2,1,3,4,8,6",2352.157,2325.217,2347.038,None,2362.261,2338.613,2357.456,None,2345.413,2317.107,2361.893,2168.64,2350.519,2317.607,None,2376.165,None,None,None,None,2345.486,None,2348.164,None,None,None,None,None,2355.656,2326.373,2354.206,None,None,None,None,None,55.320906183855406,146.80809053740194,-0.6881781376518388,0.4501923802338841,0.5689795001908212,56.47303346284547,142.3412605386774,-0.6599514170040347,0.5093096944549071,0.5523293965819815,53.515792632204814,136.93795310252125,-0.587429420505192,0.5489773179466791,0.5946011943353335,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.24600163728115,141.50730584537462,-0.6270986842105063,0.49868627450979885,0.5983805142858425,None,None,None,None,None
841,371075,45.9,150.15,56177887605622,185,"5,6,4,8,1",None,2098.48,2241.054,2296.462,None,None,None,None,None,None,None,None,2352.212,None,2353.381,2332.84,None,2326.005,2349.697,None,2347.248,2563.021,None,2346.265,None,None,None,None,2524.608,2294.263,2346.565,2349.672,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,42.561460944166484,313.5970353677214,0.4664199999999945,-0.48984000000001193,0.7365522099620593,None,None,None,None,None,,,,,,None,None,None,None,None,80.56928169215958,96.45257243437186,-0.11086184210525625,0.9802352941176636,0.1638548752130576,None,None,None,None,None
841,373847,59.72,145.62,56379996243192,511,"2,7,1,3,9,5,4,8,6",2356.558,2327.525,2351.364,None,2332.228,None,None,2359.677,2367.819,2321.399,2356.928,2391.956,None,2325.652,2351.557,None,2325.274,None,2352.233,2355.545,2331.767,None,None,2348.002,2352.956,None,2329.681,None,2963.1,2324.527,2350.721,2386.603,2351.478,2327.523,2350.04,None,62.868568305732815,146.13929071429703,-0.7390202429149609,0.49586571105243277,0.4560331974367407,None,None,None,None,None,61.18156499373565,157.16075203699776,-0.8074591381872452,0.3400756068444132,0.48203560219896135,None,None,None,None,None,32.82001779963391,93.66275177812773,-0.03462500000000844,0.5408947368421156,0.840377292072732,None,None,None,None,None,None,None,None,None,None,62.97099094350345,148.28216433152488,-0.7577368421052866,0.468313725490184,0.4544415612967333,44.70547747452061,144.42195019273683,-0.5721428571428392,0.40928260869563055,0.7107322261159459
841,377745,62.92,154.33,56656516885597,256,9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2313.964,2357.92,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,414317,46.36,158.89,59369931677189,2,2,None,None,None,None,None,2237.296,None,2342.472,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,423767,66.37,228.34,60032718241639,505,"6,9,1,8,4,7,5",None,2357.733,2342.962,2352.134,None,None,None,None,None,None,None,None,None,2350.196,None,2351.767,2390,2358.273,None,2351.034,2389.415,2373.262,2342.375,2351.907,None,2347.708,2317.32,None,2376.695,2346.945,2314.599,None,None,2348.806,2486.736,2349.38,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,53.16359730641335,239.07625831165396,-0.41129759519037534,-0.686582409972302,0.5995322197407241,None,None,None,None,None,68.7857108828342,226.9551067817126,-0.6363157894736742,-0.6812941176470648,0.36185707306338805,,,,,
841,435904,54.89,221.1,60929366061466,487,"9,6,1,3,2,8,7",2382.123,2349.742,2337.141,2361.142,2354.182,None,2308.337,None,2398.564,None,2317.792,2349.64,None,None,None,None,None,None,None,None,2380.74,2359.185,2328.023,2349.056,2346.368,2343.047,2318.861,None,2354.984,2342.19,2296.549,2338.242,2425.317,2356.311,2341.39,2357.4,,,,,,None,None,None,None,None,65.32410727398081,215.84505177832034,-0.7365824665676208,-0.5321209709510509,0.4174847808235296,None,None,None,None,None,None,None,None,None,None,,,,,,77.026296304107,218.36343446689847,-0.7640744101633316,-0.6048043676068908,0.22450383662019205,61.899264116974415,228.24569721688889,-0.587437499999992,-0.6580686274509827,0.47102321084904003,34.71941556290934,226.01427295393484,-0.3955462184874031,-0.40980434782609443,0.8219510846413824
841,443361,53.32,160.69,61469853893118,479,"2,7,1,3,9,5,4,8",None,2347.798,2330.594,2359.861,2637.147,2336.473,2347.277,None,2359.746,2324.441,2351.02,1973.083,2375.765,2332.597,2351.55,2391.884,2386.99,2355.024,2362.701,2400.651,None,None,None,None,2395.381,2352.218,2357.566,None,2362.158,2301.423,None,2353.252,None,2295.443,None,2339.937,56.75770152669599,211.2748241053219,-0.7148259109311661,-0.43419087136930196,0.5481808134922225,,,,,,54.49217012243768,155.95952726491757,-0.7434249628529187,0.33162355750100536,0.5808142049894388,56.79018593325749,161.67029695535413,-0.7942199999999948,0.263120000000001,0.5477065429589167,48.90633756507988,163.04948776444994,-0.7208958333333234,0.21971929824561157,0.6572918890881807,None,None,None,None,None,,,,,,,,,,,None,None,None,None,None
841,467335,44.9,109.28,63227476272659,137,"1,4,8",2311.137,2388.087,2349.94,None,None,None,None,None,None,None,None,None,2345.745,2333.104,2404.012,None,None,None,None,None,None,None,None,None,None,None,None,None,2273.064,None,None,2345.888,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,467844,46.58,121.24,63262577939966,423,"2,1,3,9,8,6",2353.728,2338.606,2370.463,2394.814,1767.011,2309.057,None,2348.431,2349.167,2329.039,2383.311,2397.184,None,None,None,None,None,None,None,None,2333.856,2315.871,2352.636,2361.245,None,None,None,None,1849.392,2322.891,2353.429,2371.607,2314.192,2305.879,2366.689,2350.348,51.923641419051144,120.63291067403011,-0.40110121457490444,0.6773368540173557,0.6167111170202851,,,,,,47.96419063895112,119.92789666853515,-0.37055349182763764,0.6436868284918468,0.6695949346585984,None,None,None,None,None,None,None,None,None,None,54.157535239033166,121.61669775278126,-0.42495991983967274,0.690311634349021,0.5855586341368748,None,None,None,None,None,43.45646020728427,126.41660307195924,-0.4083157894736728,0.5534901960784326,0.7258972509326299,81.4959297617763,82.77481346075695,0.12438655462185502,0.9811521739130298,0.1478796695122086
841,470195,54.19,234.53,63435390928626,20,"3,5",None,None,None,None,None,None,None,None,None,2344.979,2411.767,2319.204,None,None,None,None,2350.247,2326.982,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,477229,40.09,138.45,63968863193379,495,"2,7,1,3,9,4,8,6",2357.019,2321.933,2352.958,2370.849,2351.235,2342.954,2393.65,2372.85,2354.288,2329.823,2356.498,2383.114,2358.825,2334.84,2357.965,2384.2,None,None,None,None,2345.848,2347.269,2345.082,2364.158,2351.306,2316.572,2336.741,None,2359.669,2336.618,2378.954,2380.784,2354.988,2332.982,2349.471,2376.525,53.19596780816387,145.8046803042912,-0.662271255060729,0.45000000000000123,0.5990799485213019,58.546771858837296,81.32882093277628,0.12861133603239214,0.8433157299132349,0.521802360980545,41.98059176997911,146.988402770454,-0.5608952451708867,0.3644110624751387,0.7433714424770643,37.51341917776151,139.2619517681014,-0.4613999999999942,0.39739999999999986,0.7932107412283356,None,None,None,None,None,,,,,,,,,,,40.30942215931529,117.15713267516023,-0.2952730263157801,0.5755980392156834,0.7625619562903602,43.29245116565913,150.2275545693186,-0.595210084033606,0.3405000000000061,0.7278631092895858
841,478036,49.4,252.28,64021666988631,141,"8,1,3,4",2342.549,None,None,2311.362,None,None,None,None,None,2349.467,2281.336,None,2391.812,None,2342.048,2351.079,None,None,None,None,None,None,None,None,None,None,None,None,None,2361.185,2327.344,2348.688,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,67.75031222019405,262.23689714910876,-0.12501999999999447,-0.9170600000000019,0.3786435738263597,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,58.315006978883815,236.40850330526905,-0.4708026315789303,-0.7088431372548895,0.5252487875902238,None,None,None,None,None
841,493449,47.66,137.16,65154803210635,436,"3,9,5,8,6",None,None,None,None,None,None,None,None,None,2324.173,2359.112,2384.095,None,None,None,None,None,2318.469,2351.975,2415.538,2351.277,2332.301,2359.887,2372.903,None,None,None,None,2354.902,2360.953,2355.298,None,2352.918,2328.481,2356.335,2387.651,None,None,None,None,None,None,None,None,None,None,46.626108063287504,143.69774147378996,-0.5858023774145364,0.4303501790688536,0.6867563599930347,None,None,None,None,None,,,,,,47.43560004556401,133.40430419354803,-0.5060921843687302,0.5350969529085821,0.6764184739559069,None,None,None,None,None,9.95490799198983,293.9887827669778,0.07028289473684363,-0.15794117647059677,0.9849441098267929,65.71403735589122,138.20671723204194,-0.6795756302520933,0.607467391304339,0.4112910542053781
841,500953,44,205.27,65698166940757,37,"1,6,3",None,None,2329.582,2348.021,None,None,None,None,2362.642,None,2303.739,None,None,None,None,None,None,None,None,None,2351.355,2338.086,None,2337.78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.17707521450705,211.03690979622348,-0.39135270541082134,-0.23549168975068854,0.8895991929099286,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,504765,58.15,211.04,65962661149608,1,1,2350.794,2323.311,None,2339.552,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,508183,54.9,159.63,66200607876778,140,"3,4,8",None,None,None,None,None,None,None,None,2356.047,2319.655,2347.109,2373.592,None,2340.344,2355.034,2397.488,None,None,None,None,None,None,None,None,None,None,None,None,2348.229,2407.088,2333.002,2371.454,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49.04461744580963,156.45187153985512,-0.6923291233283798,0.30172502984480615,0.6554711216800538,54.89121626824052,164.54487196912345,-0.7884799999999963,0.218,0.5751306717607798,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,65.08912450219687,153.15893784613002,-0.8092500000000125,0.40950980392159053,0.42120797474891225,None,None,None,None,None
841,513632,44.95,139.5,66622430710979,39,"2,1,3,6",2318.656,None,None,2347.579,2358.176,2330.112,2351.153,2371.079,2332.761,None,2347.739,2380.758,None,None,None,None,None,None,None,None,None,None,2343.275,2298.187,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.00763955854437,145.98889445757774,-0.6063157894736867,0.4091361750282844,0.6819008386254742,80.4023946479247,140.67003188589194,-0.7626820208023848,0.6249144448865865,0.16672753736824666,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,516934,50.24,203.64,66856213604667,83,"1,2,7,5",2345.908,2312.613,None,1781.817,2363.77,2335.756,2318.308,2353.155,None,None,None,None,None,None,None,None,2381.761,2349.147,2330.477,2362.037,None,None,None,None,2361.667,None,2336.041,None,None,None,None,None,None,None,None,None,,,,,,57.093709146350214,200.39401825744943,-0.7869352226720738,-0.29256506978499003,0.5432666336705739,None,None,None,None,None,None,None,None,None,None,46.69675023139448,204.71296478451143,-0.6610833333333319,-0.3042456140350944,0.6858596304852029,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,566569,43,145.58,70504570315390,479,"2,1,7,3,9,5,4,8",2361.324,2341.908,2359.702,2386.757,2357.112,2336.893,2347.386,2371.827,2354.686,2338.067,2356.485,2382.924,2376.108,2356.624,2358.064,2397.042,2345.792,None,2344.436,2372.019,None,None,None,None,2349.706,2313.468,None,None,2364.308,2346.338,2358.761,2388.739,2359.105,2336.508,2357.152,2379.285,,,,,,40.19212818936681,151.2633716781076,-0.5658704453441337,0.3102753677857465,0.7638847002208197,,,,,,34.0974211274412,165.94541331647858,-0.5438200000000021,0.1361399999999978,0.828085568042336,45.73020505244258,138.98205875512645,-0.5402708333333113,0.4699473684210474,0.6980378912089671,None,None,None,None,None,None,None,None,None,None,37.61669554054662,148.9478303745828,-0.5229078947368346,0.31484313725490004,0.7921118182083787,40.96783405116528,145.54694522373956,-0.5406302521008335,0.37091304347826354,0.7550777739352954
841,567043,48.98,221.3,70538528255108,148,"3,8,5",None,None,None,None,None,None,None,None,2411.251,2382.226,2337.038,2362.072,None,None,None,None,2384.156,2368.929,2326.294,2352.92,None,None,None,None,None,None,None,None,2384.48,2353.385,2333.068,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,48.58750249610819,235.14819099174224,-0.4285729166666666,-0.6154473684210485,0.6614754657607738,None,None,None,None,None,None,None,None,None,None,52.99858448392469,213.90039896655202,-0.6628618421052559,-0.4454313725490063,0.6018347535909963,None,None,None,None,None
841,568708,47.25,195.14,70654937208487,229,"1,3,7,6,8",2342.688,2331.674,2387.794,None,None,None,None,None,None,2437.324,2301.842,2351.21,None,None,None,None,None,None,None,None,2344.168,None,2258.638,2287.011,2342.307,None,2357.561,None,2349.956,2335.165,2290.679,None,None,None,None,None,,,,,,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,78.68495551790882,249.64516253896073,-0.3410723684210409,-0.9193333333333452,0.19620362311094572,None,None,None,None,None
841,591275,44.63,130.25,72336943526856,32,6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2311.611,None,2348.622,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,592887,60.31,217.69,72450781886222,256,9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2327.057,None,2348.628,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,594034,43.5,227.95,72530217731203,8,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2327.233,2346.867,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,603525,53.37,233.27,73212601417283,446,"9,6,2,3,8,4,5",None,None,None,None,2372.964,2388.182,2342.432,2421.175,2351.244,2309.392,2472.4,2313.99,None,2316.245,2351.052,None,2541.841,2387.463,2370.271,2365.777,2327.828,2324.139,2297.149,2482.942,None,None,None,None,2333.827,None,2340.15,2388.879,2366.131,2363.35,2333.333,2343.152,None,None,None,None,None,83.77334317097555,286.60956065542075,0.2841619433198354,-0.952621652206723,0.10846187217463965,,,,,,None,None,None,None,None,16.50138477437235,295.7539147358855,0.12341666666667442,-0.25582456140350496,0.9588128702575864,34.677586587702784,259.53150037825174,-0.10337675350701972,-0.5594875346260504,0.8223666733473658,None,None,None,None,None,,,,,,41.520892994075034,258.19371058290227,-0.13563025210083055,-0.6488695652173944,0.7487140455805906
841,627268,55.44,211.55,74974815820422,5,"1,3",2344.573,None,None,2324.4,None,None,None,None,2351.93,None,2287.796,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,630932,53.73,205.16,75233683594330,265,"9,1,4",2347.268,2298.478,2292.017,None,None,None,None,None,None,None,None,None,2355.475,2336.956,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2343.075,None,None,2328.071,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,633587,61.57,143.73,75426663213315,128,8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2356.419,2310.638,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,643523,45.03,144.82,76166482301905,49,"1,5,6",None,2321.421,2337.501,2364.771,None,None,None,None,None,None,None,None,None,None,None,None,None,2266.771,2354.724,None,None,2337.104,2359.569,2378.833,None,None,None,None,None,None,None,None,None,None,None,None,47.62883184316389,154.40840515528672,-0.666315789473697,0.3191248585439408,0.673930703676093,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.07096500957393,144.02052962380444,-0.6382965931863819,0.4634002770083034,0.6146849944445416,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,643692,49.53,254.47,76178950347249,163,"6,1,8,2",2396.545,2353.242,1777.447,2353.136,2519.654,2358.593,None,2318.024,None,None,None,None,None,None,None,None,None,None,None,None,None,2273.094,None,2353.536,None,None,None,None,2044.708,2343.932,None,2351.476,None,None,None,None,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None
841,682170,41.94,114.78,78994567154330,511,"7,2,1,3,5,4,9,8,6",2361.008,2354.062,2381.603,2391.642,2359.121,2353.145,2376.331,2386.686,2362.443,2348.82,2397.852,2407.076,2359.566,2345.88,2377.81,2394.003,2364.979,2353.387,2381.727,2396.198,2355.425,2347.381,2379.177,2380.663,2372.124,2344.988,2362.515,None,2360.783,2348.406,2380.81,2392.769,2360.633,2352.883,2385.285,2393.212,39.90612812600222,110.54313513075735,-0.2251214574898716,0.6007355714824637,0.7670965405561895,39.721407465301525,110.30788432764672,-0.22179352226720958,0.599332327423622,0.7691608380470818,,,,,,39.138831618699655,114.1249770725217,-0.2579899999999988,0.5760700000000037,0.7756187948986256,37.92449289958896,115.44753983249443,-0.26409374999999713,0.55499122807017,0.7888214170369005,,,,,,36.96778589702755,117.40907627596407,-0.2768330308529853,0.533858052775255,0.7989737495786474,,,,,,41.076125712685844,105.39360977593115,-0.17441596638655027,0.633489130434792,0.7538372452263266
841,682436,50.69,128.24,79015065352252,132,"3,8",None,None,None,None,None,None,None,None,2311.844,None,2334.413,2356.633,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2014.717,2324.806,2357.143,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51.742470108693865,131.66371004604648,-0.5219910846953839,0.586617588539589,0.6191971514102226,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None
841,688011,48.4,162.49,79416696859754,423,"2,1,9,3,6,8",2436.392,2334.254,2350.009,2383.349,2353.742,2375.546,2330.447,2360.381,2028.14,2329.544,2342.297,2368.768,None,None,None,None,None,None,None,None,2371.857,2347.71,2356.981,2378.109,None,None,None,None,2351.226,None,2338.514,2371.492,2366.079,2335.924,2351.926,2377.24,60.62681905419753,159.03719960949496,-0.8137651821862071,0.3117691437193622,0.49049590139566396,25.342777236724935,253.4136516322564,-0.12218623481782152,-0.4102225575254612,0.9037632307846529,39.84478063561796,165.03078241449737,-0.6189673105497723,0.16549542379626533,0.7677829987524315,None,None,None,None,None,None,None,None,None,None,46.854327020666155,165.30034416398456,-0.7057364729458785,0.18514196675899985,0.6838556009118597,None,None,None,None,None,51.66275835947285,153.37713186744472,-0.7012105263157719,0.35149019607841897,0.6202889970366335,45.369150676315954,161.7871658038568,-0.6759957983193251,0.22242391304346773,0.7025363218802643
841,702564,45.43,217.26,80490643598496,259,"9,1,2",None,2339.594,None,2347.424,2087.272,2351,2327.72,2088.79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2322.831,2350.826,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,703194,54.8,158.25,80534547113921,271,"2,1,3,9,4",2335.7,2302.199,None,2347.86,2337.832,2302.568,None,None,2356.886,2319.787,2352.407,2382.808,2356.927,2325.956,None,2369.575,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2279.702,None,2340.912,60.65547816363058,166.48614046969598,-0.8475546558704549,0.2036967182195373,0.49005994765835054,None,None,None,None,None,56.770203708462304,152.7838527863053,-0.743870728083215,0.3825626740947113,0.5479983031820914,37.750332123921865,165.76355896023384,-0.5934199999999853,0.15056000000000183,0.7906860249176135,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,707279,66.67,225.46,80864043614176,32,6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2355.78,None,None,2322.572,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
841,721372,48.82,153.85,81872927895653,152,"5,4,8",None,None,None,None,None,None,None,None,None,None,None,None,None,2322.015,2345.136,2378.483,2376.229,2340.042,2356.414,2541.816,None,None,None,None,None,None,None,None,2336.5,2287.064,None,2346.481,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,57.76998126412207,156.1165684996271,-0.77347916666665,0.3424912280701785,0.5333195453268572,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None
841,769648,42.1,139.65,85425033509371,136,"4,8",None,None,None,None,None,None,None,None,None,None,None,None,None,2326.451,2350.996,None,None,None,None,None,None,None,None,None,None,None,None,None,2349.558,2319.782,2341.29,2365.86,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.047814349641854,151.04750782613036,-0.5860460526315765,0.32421568627449976,0.7425861653495186,None,None,None,None,None
833,7435,44.29,219.77,11486717086476,431,"9,1,6,3,2,8,4",2376.996,2352.363,2335.55,2358.488,2347.35,2325.806,None,2436.192,2392.038,2356.074,2320.163,2345.163,2347.882,2322.204,None,None,None,None,None,None,2370.727,2337.407,2313.257,2337.588,None,None,None,None,2379.49,2352.896,2332.859,None,2385.033,2359.395,2343.763,2365.852,48.66577007106645,218.0227095973615,-0.5915101214574845,-0.4625160316861587,0.6604503740983422,,,,,,55.21235814341984,214.48680883002953,-0.6769390787518494,-0.4650179068842014,0.5705364404975668,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,46.425335165696346,217.72373287811166,-0.5730394736841979,-0.44327450980393346,0.6892992605231925,47.26433117117254,217.1130264392625,-0.5857184873949496,-0.4431847826086982,0.6786170510588819
833,28163,55.02,224.41,12953604746883,52,"6,3,5",None,None,None,None,None,None,None,None,2356.566,2318.143,1787.383,None,None,None,None,None,2429.445,2352.587,None,2342.362,2371.868,None,2346.431,2338.529,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,,,,,,41.72442061604565,285.0310690946032,0.1726052104208083,-0.6427770083102399,0.746354579890367,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
833,30127,49.3,135.34,13093493865977,470,"7,2,3,5,9,8",None,None,None,None,None,None,2329.015,2352.192,2353.054,2319.176,None,2396.201,None,None,None,None,2354.036,2329.261,None,1826.583,None,None,None,None,2383.817,2335.883,2352.633,None,None,2289.394,2383.517,2344.603,2349.455,2322.473,2358.155,2472.885,None,None,None,None,None,None,None,None,None,None,65.93989054224976,142.0325518690782,-0.7198662704309287,0.5617628332670065,0.4076948268689346,None,None,None,None,None,,,,,,None,None,None,None,None,,,,,,,,,,,75.1023536046523,133.01783841148526,-0.6592941176470924,0.7065652173913284,0.2570930959957631
833,63763,42.38,202.4,15467909752487,478,"9,3,2,7,4,8,5",None,None,None,None,2339.203,2327.531,None,None,2386.434,2353.852,2331.557,2358.339,2382.212,2350.846,2339.67,2369.844,2384.884,2354.583,2336.751,2366.229,None,None,None,None,2356.625,2350.122,2338.297,None,None,2330.502,None,2347.79,None,2346.781,2339.375,None,None,None,None,None,None,None,None,None,None,None,45.47078065489906,202.39870156928862,-0.6591084695393761,-0.2716474333465988,0.7012729121659175,,,,,,43.130909551298636,205.5193712536563,-0.6169687499999932,-0.2945350877192978,0.729793562335015,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None
