NRUN,NEvent,Theta,Phi,event_time_ns,clusters_bit,clusters,1_1_t,1_2_t,1_3_t,1_4_t,2_1_t,2_2_t,2_3_t,2_4_t,3_1_t,3_2_t,3_3_t,3_4_t,4_1_t,4_2_t,4_3_t,4_4_t,5_1_t,5_2_t,5_3_t,5_4_t,6_1_t,6_2_t,6_3_t,6_4_t,7_1_t,7_2_t,7_3_t,7_4_t,8_1_t,8_2_t,8_3_t,8_4_t,9_1_t,9_2_t,9_3_t,9_4_t,1_theta,1_phi,1_a_x,1_a_y,1_a_z,2_theta,2_phi,2_a_x,2_a_y,2_a_z,3_theta,3_phi,3_a_x,3_a_y,3_a_z,4_theta,4_phi,4_a_x,4_a_y,4_a_z,5_theta,5_phi,5_a_x,5_a_y,5_a_z,6_theta,6_phi,6_a_x,6_a_y,6_a_z,7_theta,7_phi,7_a_x,7_a_y,7_a_z,8_theta,8_phi,8_a_x,8_a_y,8_a_z,9_theta,9_phi,9_a_x,9_a_y,9_a_z
836,111793,44.95,148.06,49000065251173,412,"9,3,5,4,8",None,None,None,None,None,None,None,None,2357.533,2325.92,2373.844,2380.98,2365.333,2321.112,2341.396,None,None,None,2318.632,2345.767,None,None,None,None,None,None,None,None,None,2330.303,2347.037,2373.221,2371.481,2337.567,2357.974,2407.906,None,None,None,None,None,None,None,None,None,None,38.833220010137644,132.39654939501781,-0.42279717682020296,0.463077994428973,0.7789745299741874,66.34421228111898,158.2594562071502,-0.8508200000000129,0.33928000000001474,0.4012410861314779,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.22765650783285,153.37492508916088,-0.5653421052631703,0.28341176470586676,0.7746393197113821,,,,,
836,112936,47.23,150.79,49079612972615,152,"5,4,8",None,None,None,None,None,None,None,None,None,None,None,None,2352.19,2315.897,None,None,2327.643,2608.051,2607.728,2346.929,None,None,None,None,None,None,None,None,2325.278,None,2312.767,2350.789,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,67.23525661187757,150.52279792121084,-0.8027368421052571,0.4537450980392107,0.38694825019925677,None,None,None,None,None
836,119933,50.26,131.26,49589136915088,254,"7,2,3,5,4,8,6",None,None,None,None,2332.954,None,2354.679,None,2355.301,2333.075,2381.865,2394.025,2354.559,2329.539,2367.56,2391.658,2360.187,2336.341,2368.296,2388.563,2316.019,None,None,2344.24,2371.251,2331.922,2352.728,None,None,2306.967,2344.033,2364.55,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.301656761375,123.77639228489309,-0.3741753343239384,0.5594349383207372,0.7396116338793232,53.69356671850985,123.49957922394921,-0.4447800000000037,0.6720000000000074,0.5921036662612272,45.88792312291147,128.95341844721415,-0.45138541666666837,0.5583421052631624,0.6960641487039523,None,None,None,None,None,,,,,,54.9925127515275,123.61873745978214,-0.45349342105264706,0.6820784313725428,0.5736834758979363,None,None,None,None,None
836,160183,42.77,203.29,52413408457835,61,"1,3,6,4,5",2355.008,None,None,2347.056,None,None,None,None,2391.323,2355.466,2333.613,2356.798,None,2322.995,None,2347.344,None,2338.873,2321.183,2353.592,2346.421,2337.781,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.61886872758639,204.77061081299001,-0.6489450222882693,-0.2994508555511326,0.6994280114185965,None,None,None,None,None,44.76214180843886,202.8869370266034,-0.6487291666666737,-0.27385964912281185,0.7100361687254344,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,174063,41.34,154.65,53401811675321,495,"2,7,1,3,9,4,6,8",2347.975,2356.288,2346.676,2368.055,2381.092,2351.293,2344.359,2376.473,2359.75,2328.467,2366.612,2376.235,2370.622,2341.713,2357.954,2388.814,None,None,None,None,2343.158,2353.031,None,2355.038,2380.456,2342.083,2352.176,None,2361.321,2333.247,2352.658,2382.76,2332.02,2345.436,None,None,10.528999085120232,159.10924428970216,-0.17072064777327317,0.06516031686155241,0.9831625468509142,,,,,,35.15537351109241,140.89856343197053,-0.44683506686478547,0.3631516116195792,0.8175936215492664,37.714757115005874,154.31586312399202,-0.5512900000000001,0.26513000000000625,0.7910660016711606,None,None,None,None,None,24.96758637778063,44.33964003300342,0.301893787575161,0.2950138504155152,0.906546727469983,,,,,,45.73934708799005,150.60027455315276,-0.6239407894736879,0.35156862745098155,0.6979236286465619,None,None,None,None,None
836,195791,44.61,151.43,54919113816298,255,"2,1,7,3,5,4,6,8",2363.537,2347.623,2355.692,2387.763,2339.612,2326.513,2330.361,2355.342,2362.012,2331.431,2357.695,2382.526,2367.086,2336.595,2356.873,2387.53,2363.936,2335.881,2354.823,2382.828,2344.378,2331.673,None,2504.761,2357.792,2321.276,2346.97,None,2360.99,2331.636,2353.162,2383.035,None,None,None,None,42.20408106374704,152.30994848543824,-0.5948380566801585,0.31216522067145214,0.7407567490938683,33.554557822239474,153.0608704059919,-0.49275303643725316,0.25041116559789595,0.8333598821792241,,,,,,40.79733817467782,149.86551288534196,-0.5650800000000001,0.3280200000000049,0.7570254111983273,42.8152016252434,147.9156806236566,-0.5758333333333302,0.3610000000000036,0.733549570391956,,,,,,,,,,,47.60606466624894,149.19207269964488,-0.6343124999999996,0.3782450980392182,0.674224219494563,None,None,None,None,None
836,206973,48.93,205.44,55733213217913,411,"9,1,2,8,4,5",2381.636,2335.653,2326.212,2352.519,2346.538,None,2294.351,2334.806,None,None,None,None,2355.651,2608.697,2306.456,2347.015,2382.467,2348.496,2333.667,2356.417,None,None,None,None,None,None,None,None,2349.824,None,None,2341.488,2360.438,2358.415,2330.739,2346.929,,,,,,,,,,,None,None,None,None,None,52.86490251360316,199.3936304546871,-0.7519799999999779,-0.2647200000000037,0.6036964478941642,42.021459492152914,209.4834997879222,-0.5827187499999991,-0.3294649122807002,0.7428941579890833,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,
836,213570,59.82,119.96,56176777734102,126,"7,2,5,3,4,6",None,None,None,None,2342.411,2351.708,2374.775,None,None,None,2351.704,2328.586,2350.394,2322.941,2363.146,2389.565,None,2300.025,2341.533,2358.665,None,2320.744,2356.809,None,None,2334.361,2347.303,2713.838,None,None,None,None,None,None,None,None,None,None,None,None,None,38.258691347278244,76.99357169978806,0.13936032388663555,0.6033270463975761,0.7852230098585937,None,None,None,None,None,60.1972163084969,124.56619798816239,-0.4923199999999997,0.7145600000000073,0.4970161204628979,56.4132825886823,113.37111138802601,-0.33045833333333796,0.7647017543859567,0.5531984424865932,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None
836,222374,47.23,207.51,56823781498841,151,"1,3,2,8,5",2353.254,2331.296,2057.514,2341.638,2358.557,2338.386,2318.417,2347.974,2390.952,2360.758,2327.883,1752.204,None,None,None,None,2393.729,2357.34,2337.274,1976.708,None,None,None,None,None,None,None,None,2347.413,None,2294.744,None,None,None,None,None,40.34983288230076,210.44664340755193,-0.5581700404858625,-0.32808751414562803,0.7621054972677687,45.152357415121436,206.5484865972304,-0.6342267206477717,-0.31688419464352785,0.7052239885323641,,,,,,None,None,None,None,None,56.03256337914969,201.57856632999756,-0.7712291666666408,-0.305017543859661,0.5587216394775655,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,238003,47.34,155.49,57940081427944,311,"2,1,9,3,5,6",2359.614,2328.6,2350.425,2376.918,2355.585,2335.879,2336.82,None,None,2328.83,2347.226,1773.414,None,None,None,None,None,2316.518,None,2359.168,2344.565,2322.275,2334.598,None,None,None,None,None,None,None,None,None,2396.069,2337.824,2355.125,2379.951,54.12052543296446,151.26773225497942,-0.7104898785425013,0.38950207468879494,0.5860821327269635,35.05724305692485,169.71551501237596,-0.5651659919028217,0.10254998113919998,0.8185785869205531,,,,,,None,None,None,None,None,None,None,None,None,None,45.458183056284966,158.89503547736413,-0.6649298597194284,0.2566412742382163,0.7014296386743903,None,None,None,None,None,None,None,None,None,None,47.32305385624874,213.93231762689078,-0.6099831932773055,-0.41039130434782956,0.6778639105564689
836,248954,57.5,227.73,58694692391913,260,"9,3",None,None,None,None,None,None,None,None,None,2348.607,2292.125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2331.906,2348.825,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,253180,42.34,140.84,58985883147571,507,"2,7,1,9,5,4,8,6",2358.178,2343.436,2354.54,2382.68,2358.503,2342.28,2353.784,2381.335,None,None,None,None,2344.01,2304.821,None,2353.437,2367.008,2331.07,2354.421,2374.023,2353.188,2304.926,2443.169,2512.65,2374.086,2343.63,2356.626,None,None,2305.265,None,2359.843,2351.177,None,2350.367,2397.696,39.59257039188218,146.72918265115703,-0.5328582995951386,0.34963410033948245,0.7705958917827023,44.42604231095312,143.39290595526438,-0.5619109311740834,0.41741984156921463,0.7141545920117061,None,None,None,None,None,49.144899079749216,172.66696017701082,-0.7501800000000332,0.09653999999998436,0.6541482981709524,39.97174132450115,152.61462418637316,-0.5704166666666679,0.29549122807018197,0.7663613772382212,,,,,,,,,,,None,None,None,None,None,,,,,
836,277461,45.26,151.14,60727811480495,94,"2,7,3,5,4",None,None,None,None,None,2337.775,2346.492,2378.503,None,None,2330.49,2537.472,None,2288.923,None,2348.16,None,2300.528,None,2355.782,None,None,None,None,2396.702,2333.824,2344.921,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None
836,279312,53.73,146.68,60857389201551,292,"9,3,6",None,None,None,None,None,None,None,None,2346.468,None,2348.965,None,None,None,None,None,None,None,None,None,2378.65,2342.984,2361.612,2381.541,None,None,None,None,None,None,None,None,2363.7,2326.304,2353.43,2380.189,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.189064675709105,170.7231673521652,-0.6627955911823628,0.1082617728531874,0.7409327856478664,None,None,None,None,None,None,None,None,None,None,46.31716719295953,155.62521925474857,-0.6587142857142816,0.29845652173913795,0.6906657617308819
836,291178,49.78,126.68,61712535085721,157,"1,3,5,4,8",2346.861,2327.093,2587.406,2387.415,None,None,None,None,2351.578,2335.646,2390.668,2412.542,None,2915.371,2331.442,2348.992,2306.833,None,2309.238,2349.115,None,None,None,None,None,None,None,None,2327.303,2309.386,None,2352.91,None,None,None,None,,,,,,None,None,None,None,None,56.91307820121139,119.47756711661265,-0.41228826151560877,0.7293832073219292,0.5459107310661815,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None
836,291834,52.17,214.17,61758128559239,304,"9,6,5",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2397.479,2355.914,2329.084,2627.669,2369.831,2353.308,2327.086,2345.561,None,None,None,None,None,None,None,None,2378.815,2350.831,2330.325,2363.627,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,48.35846961946898,222.00387745843557,-0.5553306613226565,-0.5000900277008289,0.664468073566462,None,None,None,None,None,None,None,None,None,None,61.056366945108564,211.4651504519176,-0.7464201680672219,-0.4567826086956647,0.4839489447200846
836,293522,44.63,195.66,61877716901494,287,"9,1,2,3,4,5",2364.532,2385.426,2335.448,2365.77,2377.631,2350.846,2345.192,2378.262,2367.584,2335.623,2362.428,2352.709,2359.087,None,2307.052,2352.75,2377.85,2338.819,2326.997,2393.168,None,None,None,None,None,None,None,None,None,None,None,None,2385.935,2354.505,2349.078,2377.655,38.16727891480972,258.1844527766641,-0.12653441295546794,-0.6048660882685777,0.7862099322704365,49.26568856579808,182.116580191901,-0.7572267206477646,-0.027985665786495202,0.6525522937263487,15.202916754272835,155.61315759442124,-0.2388410104011843,0.10827695980898805,0.9650031459664078,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49.64812609062754,196.60591482766372,-0.7302983193277327,-0.21779347826087064,0.6474800117487185
836,297933,41.61,138.44,62182128834784,158,"2,3,5,4,8",None,None,None,None,2350.8,2337.592,None,None,2357.738,2333.031,None,1845.183,None,2301.307,None,2356.874,2328.225,None,2326.114,2351.423,None,None,None,None,None,None,None,None,2349.063,2327.258,None,2371.727,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,38.44373084700574,140.2076662439198,-0.4777302631578956,0.39792156862746164,0.783219139758566,None,None,None,None,None
836,303390,69.47,146.92,62559837210106,18,"2,5",None,None,None,None,2329.7,2299.06,None,2352.256,None,None,None,None,None,None,None,None,2350.804,2315.965,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,74.35979728395102,149.6225010394055,-0.830769230769239,0.4869709543568637,0.26959557641002246,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,304137,48.33,198.04,62612467079471,1,1,2371.504,2344.267,2334.41,2363.774,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.03937561265249,199.83575925022495,-0.699485829959513,-0.25232365145228824,0.6686197339322519,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,323120,46.02,201.03,64003348411651,112,"6,7,5",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2304.028,2346.077,None,2346.311,2332.455,2363.083,2346.356,None,2321.755,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,343001,58.94,138.08,65429009167155,48,"5,6",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2347.035,2311.513,None,None,2349.505,2332,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,350274,44.63,217.36,65933119990958,447,"9,6,1,3,2,8,4,5",2374.441,2352.858,2338.565,2355.872,2371.02,2349.969,2327.674,2352.622,2408.665,2377.393,2337.995,2361.381,2385.723,2353.549,2334.935,2363.394,2372.766,2348.56,2322.59,2353.524,2383.064,2363.21,2339.487,2359.411,None,None,None,None,2388.694,2359.561,2341.055,2366.952,2383.326,2360.48,2345.623,2366.504,40.129184661316195,221.27671434244056,-0.4843724696356157,-0.42518294983025345,0.7645932054581304,46.901427564109504,216.2385773614657,-0.5889352226720563,-0.43164466239154836,0.6832555809688653,,,,,,48.000959240749864,221.1099887289083,-0.5599300000000019,-0.48862999999999573,0.6691181646017406,42.457082189075045,212.98196428562247,-0.5662499999999988,-0.36747368421052634,0.7377831855719834,51.47857629666116,216.71410690725506,-0.6271743486973912,-0.4677216066482057,0.6228072213858992,None,None,None,None,None,47.767397615333586,216.79800929609235,-0.5928947368421126,-0.44350980392156886,0.6721420124128336,41.92322906610888,218.1957953407001,-0.525088235294113,-0.4131413043478373,0.7440407299318244
836,350786,47.33,130.66,65966608976947,420,"3,9,8,6",None,None,None,None,None,None,None,None,None,2289.068,None,2358,None,None,None,None,None,None,None,None,2324.431,2306.964,2356.393,2347.606,None,None,None,None,2341.976,None,2351.408,2358.777,None,None,2326.691,2348.69,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.63932319853345,101.5960642354271,-0.1597695390781696,0.7786080332410011,0.6068304746429016,None,None,None,None,None,20.19455551401232,124.94726822450237,-0.19774342105262668,0.28296078431371957,0.9385258302097861,None,None,None,None,None
836,356835,48.55,120.25,66423043277017,16,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2351.8,2338.273,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,356881,75.09,200.46,66426482734469,6,"2,3",None,None,None,None,None,2337.394,None,2354.036,2354.107,None,1926.125,2331.815,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,357928,64.9,152.53,66499218297657,15,"2,1,3,4",2353.135,2321.087,None,2377.077,2350.406,None,2337.455,2368.388,2362.461,2328.704,2363.294,2390.474,2373.673,2335.63,2357.157,2402.931,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,55.13742776364263,152.1395434552839,-0.7254170040485804,0.38344775556393984,0.5716099972797526,51.80723173478661,148.49211116778986,-0.6700631500742964,0.41074214086749483,0.6183092014745519,64.20487422171539,151.5696846429843,-0.7917699999999968,0.4286500000000119,0.43515450658357535,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
836,382082,40.02,135.32,68201627493806,463,"7,2,1,3,9,4,8",2348.947,2339.103,2351.6,2369.482,2352.583,2332.502,2351.829,2370.576,2360.752,2338.881,2377.476,2394.712,2357.629,2334.955,2359.672,2385.164,None,None,None,None,None,None,None,None,2378.189,2348.317,2360.683,None,2356.237,2327.039,2351.618,None,2409.352,None,None,2382.626,28.273208838990755,137.4188515085021,-0.34877732793522315,0.32050546963409643,0.8806989380333061,42.44191227805256,138.04219687330874,-0.5018380566801659,0.45118823085629123,0.7379618860105478,39.41756101746291,132.23242694601615,-0.4267867756315019,0.47014524472741887,0.772538993841904,38.409376027987896,134.47438932329788,-0.4352600000000044,0.4433200000000054,0.7835918006207003,None,None,None,None,None,None,None,None,None,None,39.0651499983471,139.81732828397202,-0.48147005444645696,0.4066242038216524,0.7764298703281147,49.27418211273915,145.378533489986,-0.6236447368420933,0.4305686274509615,0.652439958359504,None,None,None,None,None
