RUN	Event	Teta	Fi	Nview	NviewCorr	Sdet	Dens	DensCorr	NgoodPMT	NhitPMT	SumNpeGoodCorr	SpecEnDep	NupSCT	NdnSCT
817	621427	52.83	114.6	5	5.00226	24.228	0.119789	0.122552	514	345	7670.59	62590.6	0	0
817	637237	60.83	111.35	17	17.0889	25.4723	0.588439	0.572976	514	504	85449.3	149132	3	1
817	641094	49.12	141.37	8	8.00926	29.2587	0.201966	0.203758	514	318	5539.21	27185.2	0	0
817	641926	56.29	139.75	6	6.00391	32.2064	0.121215	0.123419	514	167	1934.73	15676.1	0	0
817	643542	43.67	216.85	18	18.1055	26.7179	0.599057	0.581333	514	500	27114.4	46641.9	4	2
817	649411	50.55	129.87	7	7.00621	27.9076	0.175802	0.178166	514	288	3896.14	21868	0	0
817	650920	42.46	132.93	19	19.1241	24.7038	0.689131	0.666534	514	508	44713.9	67084.1	7	4
817	655347	49.74	233.48	5	5.00226	26.7454	0.108515	0.111017	514	345	6595.35	59408.5	1	0
817	658385	41.29	216.14	6	6.00391	25.5063	0.153057	0.155839	514	407	9881.07	63405.8	0	0
817	664815	55.29	132.18	6	6.00391	30.4054	0.128395	0.130729	514	380	10636.8	81365.5	1	0
817	665591	52.52	236.1	7	7.00621	27.1815	0.180498	0.182926	514	391	8861.74	48444.5	2	1
817	666566	48.03	156.08	7	7.00621	29.4423	0.166638	0.168879	514	467	19364	114662	1	1
817	674920	44.22	123.02	8	8.00926	23.3832	0.252714	0.254956	514	496	133841	524957	21	1
817	675641	54.21	119.63	5	5.00226	26.4986	0.109525	0.112051	514	111	880.588	7858.84	0	0
817	680411	47.54	210.97	12	12.0313	29.1158	0.341096	0.33836	514	407	11564.2	34177.3	1	1
817	687018	41.01	213.63	5	5.00226	25.5358	0.113655	0.116276	514	194	1821.23	15663.1	1	0
817	689009	51.54	149.02	6	6.00391	31.0411	0.125766	0.128052	514	214	2352.7	18373.1	0	0
817	701168	47.21	243.6	9	9.01319	22.7184	0.304299	0.30565	514	358	7810.42	25553.5	0	0
817	701504	67.58	198.49	9	9.01319	36.9617	0.187037	0.187867	514	410	9403.55	50054.2	0	0
817	712935	63.76	247.85	11	11.0241	26.6154	0.335298	0.333956	514	455	18881.6	56539.2	0	1
817	713635	46.08	158.29	14	14.0497	28.3848	0.420988	0.414387	514	456	16451	39699.7	4	3
817	716440	67.13	238.97	12	12.0313	31.0456	0.319893	0.317327	514	478	34380.8	108345	2	1
817	720587	72.68	152.52	5	5.00226	38.6516	0.0750878	0.0768193	514	371	13065.4	170080	0	0
817	725333	42.89	204.38	5	5.00226	26.7814	0.108369	0.110868	514	468	19082.1	172116	7	0
817	730510	41.33	159.8	5	5.00226	25.7809	0.112574	0.11517	514	398	8018.52	69623.4	4	1
817	741675	46.62	154.05	6	6.00391	28.7576	0.135752	0.13822	514	190	1624.87	11755.7	1	0
817	768497	42.35	128.32	8	8.00926	23.7514	0.248796	0.251004	514	450	13826.1	55083.2	4	1
817	792024	40.92	150.38	5	5.00226	25.6679	0.11307	0.115677	514	409	10003.8	86480.5	6	0
817	792783	52.75	200.95	6	6.00391	31.5707	0.123656	0.125904	514	465	18078.2	143588	4	0
817	793172	51.33	240.06	5	5.00226	25.508	0.113779	0.116402	514	383	11665.9	100221	2	0
817	797407	48.59	130.02	6	6.00391	27.0732	0.144199	0.14682	514	293	3810.86	25956.1	0	0
817	801019	47.22	161.8	5	5.00226	28.7508	0.100945	0.103273	514	256	2918.47	28259.7	0	0
817	802317	54.79	225.1	7	7.00621	30.7662	0.159467	0.161612	514	265	4302.29	26621.1	0	0
817	805655	47.45	209.04	10	10.0181	29.1402	0.271724	0.271766	514	387	8567.04	31523.6	1	0
817	808200	57.51	221.61	5	5.00226	32.481	0.0893527	0.0914132	514	48	452.533	4950.41	0	0
817	817339	45.84	199.38	5	5.00226	28.1355	0.103153	0.105532	514	244	2514.36	23825.6	0	0
817	817706	48.66	216.73	5	5.00226	29.247	0.0992327	0.101521	514	356	5908.55	58200.3	0	0
817	823241	45.64	135.05	13	13.0398	26.661	0.410329	0.405441	514	478	21720	53571.4	2	2
817	826017	42.86	150.35	6	6.00391	26.7304	0.146048	0.148702	514	284	3830.91	25762.3	0	0
817	832410	64.01	200.37	13	13.0398	35.9828	0.304028	0.300406	514	486	23422.1	77968.1	1	2
817	844060	44.11	251.47	6	6.00391	18.7326	0.208402	0.21219	514	427	11440.3	53915.4	3	1
817	851441	53.43	115.1	5	5.00226	24.6259	0.117854	0.120572	514	256	3988.48	33079.7	0	0
817	852306	50.07	134.35	8	8.00926	28.6258	0.206432	0.208263	514	409	11313.5	54323.1	3	0
817	853733	55.75	251.74	15	15.0611	22.6307	0.572721	0.561652	514	482	26505.3	47191.6	3	2
817	858111	49.82	152.68	5	5.00226	30.3372	0.0956668	0.0978729	514	323	5500.31	56198.5	2	0
817	870219	47.4	235.88	10	10.0181	25.1006	0.315454	0.315502	514	416	9580.17	30364.9	3	1
817	879943	45.94	164.59	8	8.00926	27.8485	0.212193	0.214076	514	431	11967.8	55904.2	4	0
817	884281	46.94	110.82	8	8.00926	20.659	0.286038	0.288576	514	380	8332.57	28874.8	1	0
817	897432	50.79	214.25	6	6.00391	30.483	0.128068	0.130396	514	367	8307	63705.9	0	0
817	912675	43.86	113.52	6	6.00391	20.3957	0.191409	0.194888	514	466	21353.9	109570	4	1
817	917973	44.5	226.24	6	6.00391	25.876	0.15087	0.153612	514	333	5398.13	35141.4	4	1
817	942410	44.85	137.7	5	5.00226	26.6805	0.108778	0.111287	514	369	6920.98	62190.5	4	0
817	943262	50.75	248.53	6	6.00391	22.3021	0.175047	0.178228	514	453	16441.2	92247.9	2	0
817	954564	51.27	116.91	8	8.00926	24.4806	0.241385	0.243527	514	466	19813.6	81361.2	6	2
817	965171	48.38	211.08	5	5.00226	29.5272	0.0982911	0.100558	514	394	8668.65	86205.7	4	0
817	977809	52.41	151	5	5.00226	31.5169	0.0920859	0.0942094	514	326	6575.52	69796.9	1	1
817	995391	56.66	198.27	6	6.00391	33.0725	0.118041	0.120186	514	411	12817.9	106650	0	1
817	1004751	59.62	223.45	7	7.00621	32.9588	0.148859	0.150861	514	457	21152.6	140212	0	0
817	1006623	48	163.62	5	5.00226	28.9776	0.100155	0.102465	514	333	6800.85	66372.4	0	1
817	1030350	52.33	228.31	5	5.00226	29.0788	0.0998069	0.102108	514	181	1928.17	18883.5	0	0
817	1035274	51.84	210.29	5	5.00226	31.2105	0.0929899	0.0951342	514	241	3284.37	34523.5	0	0
817	1060293	44.06	230.75	5	5.00226	24.7852	0.117097	0.119797	514	370	8089.52	67527.1	4	0
817	1062887	55.38	108.28	7	7.00621	22.5258	0.217804	0.220733	514	321	8051.23	36475	1	0
817	1066957	53.41	123.67	8	8.00926	27.4643	0.215162	0.217071	514	509	374645	1.72591e+06	15	0
817	1067273	59.73	139.2	5	5.00226	33.4573	0.0867452	0.0887455	514	168	1670.56	18824.2	0	0
817	1070968	43.53	148.3	14	14.0497	27.0098	0.442419	0.435481	514	488	24024.1	55166.7	4	2
817	1071849	52.09	154.67	5	5.00226	31.4071	0.0924077	0.0945386	514	52	342.192	3619.6	0	0
817	1089684	52.43	224.22	5	5.00226	29.9332	0.0969579	0.0991937	514	367	8726.56	87974.9	0	2
817	1105685	77.21	163.57	5	5.00226	39.05	0.0743217	0.0760355	514	245	3744.64	49248.6	0	0
817	1115286	47.99	130.9	5	5.00226	26.9903	0.10753	0.110009	514	251	3944.7	35857.8	0	0
817	1115377	53.58	131.95	5	5.00226	29.6596	0.0978523	0.100109	514	130	1286.73	12853.3	0	0
817	1116771	49.77	140.24	5	5.00226	29.424	0.098636	0.10091	514	463	17392.8	172359	9	0
817	1125573	43.69	117.65	7	7.00621	21.6333	0.22679	0.22984	514	390	9090.52	39551.6	1	3
817	1135901	62.12	228.74	5	5.00226	32.6862	0.0887915	0.0908391	514	198	2707.17	29801.8	0	0
817	1145405	54.51	142.64	7	7.00621	31.8446	0.154067	0.156139	514	414	10465.1	67024.2	1	2
817	1145731	43.17	212.56	6	6.00391	26.7727	0.145817	0.148467	514	346	7079.84	47686.3	1	1
817	1178606	54.87	136.04	7	7.00621	31.0131	0.158198	0.160326	514	292	6642.47	41431.1	1	0
817	1179146	67.43	147.17	5	5.00226	36.9909	0.0784589	0.0802681	514	463	25209.3	314064	0	0
817	1185201	57.59	230.74	5	5.00226	30.5944	0.0948626	0.0970501	514	240	3503.76	36102.6	1	0
817	1185627	42.05	241.56	6	6.00391	21.1395	0.184673	0.18803	514	364	6353.21	33788.3	2	0
817	1191038	55.83	202.64	8	8.00926	32.9954	0.179093	0.180682	514	424	12097	66951.8	4	1
817	1211029	44.4	151.09	6	6.00391	27.573	0.141584	0.144158	514	278	4162.1	28871.8	1	0
817	1218608	42.34	153.15	8	8.00926	26.4969	0.223018	0.224996	514	454	14716.9	65409.4	7	1
817	1222995	50.97	137.26	7	7.00621	29.5392	0.166091	0.168325	514	505	219389	1.30337e+06	4	0
817	1223259	62.06	105.82	9	9.01319	23.2563	0.297261	0.298581	514	442	15305.9	51262	1	0
817	1246460	43.79	197.11	6	6.00391	26.8957	0.14515	0.147788	514	361	6551.94	44333.3	0	0
817	1246752	52.03	125.06	8	8.00926	27.3131	0.216353	0.218273	514	303	5378.42	24640.9	0	0
817	1258609	42.28	162.39	7	7.00621	26.129	0.187769	0.190294	514	508	145037	762174	26	0
817	1259001	41.47	125.41	6	6.00391	22.673	0.172183	0.175313	514	507	576367	3.28765e+06	26	2
817	1275185	48.44	233.74	7	7.00621	26.1143	0.187875	0.190401	514	269	3024.26	15883.6	0	1
817	1277668	61.6	158.94	10	10.0181	35.185	0.225042	0.225076	514	378	8615.89	38279.9	0	2
817	1293146	46.67	232.49	6	6.00391	25.6258	0.152343	0.155112	514	270	4107.72	26482.3	4	0
817	1296261	55.69	152.33	17	17.0889	32.99	0.454347	0.442408	514	490	35789.2	80896.2	9	3
817	1313225	53.93	196.01	5	5.00226	31.6943	0.0915706	0.0936822	514	217	2316.19	24723.9	0	0
817	1323623	40.03	140.93	8	8.00926	24.5393	0.240808	0.242945	514	457	17369.3	71494.8	7	1
817	1327815	59.47	244.83	20	20.1448	26.65	0.677102	0.6528	514	492	24897.6	38139.8	3	1
817	1328709	45.51	254.13	7	7.00621	18.214	0.269365	0.272987	514	419	14925.5	54674.8	0	2
817	1364026	40.67	143.74	7	7.00621	25.1566	0.195026	0.197649	514	461	15218.2	76995.9	4	1
817	1364555	50.35	149.84	7	7.00621	30.5191	0.160759	0.162921	514	344	5563.95	34151.2	4	0
817	1372724	40.86	150.2	9	9.01319	25.6293	0.269738	0.270936	514	437	12756	47081.3	3	1
817	1373651	53.99	152.04	5	5.00226	32.2499	0.089993	0.0920682	514	362	9035.43	98138.5	1	1
817	1377161	54.8	122.57	6	6.00391	27.662	0.141129	0.143694	514	320	5968.31	41534.8	1	1
817	1392374	46.73	158.4	5	5.00226	28.7118	0.101083	0.103413	514	376	6184.7	59805.5	0	1
817	1396016	40.88	120.99	5	5.00226	21.2997	0.136258	0.1394	514	254	3036.94	21785.7	2	0
817	1402188	41.88	127.27	5	5.00226	23.293	0.124598	0.127471	514	265	3700.79	29032.3	0	0
817	1404692	45.61	248.02	8	8.00926	20.5689	0.287291	0.28984	514	455	17333.8	59804.9	6	0
817	1414234	50.15	127.95	5	5.00226	27.2798	0.106389	0.108842	514	439	17225.6	158262	1	1
817	1416875	41.97	111.25	5	5.00226	18.856	0.153917	0.157466	514	276	3355.38	21308.5	0	1
817	1427796	61.15	161.84	5	5.00226	34.8075	0.0833803	0.085303	514	273	4148.53	48632.9	0	0
817	1430431	46.96	153.43	5	5.00226	28.9302	0.100319	0.102633	514	179	1910.44	18614.4	0	0
817	1431418	55.71	239.96	31	31.5391	27.1782	1.08319	1.01373	514	512	59083.5	58283.3	4	1
817	1440767	55.67	123.15	6	6.00391	28.1633	0.138617	0.141136	514	329	5287.47	37463.6	0	0
817	1445076	42.83	252.72	7	7.00621	17.7771	0.275984	0.279696	514	450	13288.3	47509.7	7	0
817	1451379	44.32	114.89	5	5.00226	21.0372	0.137959	0.14114	514	326	5299.93	37550.9	2	0
817	1452008	59.01	215.5	7	7.00621	33.8762	0.144828	0.146775	514	376	8896.29	60611.6	0	0
817	1468829	46.58	143.97	5	5.00226	28.2893	0.102592	0.104958	514	262	3552.32	33845.1	1	0
817	1473419	41.7	239.52	5	5.00226	21.547	0.134695	0.137801	514	502	39628.1	287576	15	0
817	1475319	63.22	136.48	5	5.00226	34.2003	0.0848607	0.0868176	514	395	13391	154243	0	1
817	1479210	62.58	159.67	5	5.00226	35.4893	0.0817785	0.0836643	514	345	6975.52	83375.1	1	1
817	1479836	55.7	223.98	5	5.00226	31.3483	0.0925813	0.0947162	514	222	2774.76	29295.5	0	0
817	1494194	54.76	196.27	6	6.00391	32.0814	0.121688	0.1239	514	342	6217.42	50181.1	0	0
817	1499657	46.76	202.15	5	5.00226	28.75	0.100948	0.103276	514	241	2711.74	26257.1	0	1
817	1510955	55.07	216.21	5	5.00226	32.2095	0.0901058	0.0921836	514	393	12094.5	131200	6	0
817	1520321	55.27	144.43	5	5.00226	32.359	0.0896895	0.0917578	514	290	4912.99	53543	0	0
817	1584615	43	155.45	7	7.00621	26.8436	0.18277	0.185228	514	288	3810.38	20571.3	1	3
817	1591900	54.59	163.73	6	6.00391	32.0083	0.121965	0.124182	514	196	2506.97	20187.8	0	0
817	1596404	48.8	210.62	50	52.2621	29.7537	1.68591	1.52672	514	508	83032.9	54386.5	15	3
817	1633081	51.22	206.24	6	6.00391	31.0075	0.125902	0.128191	514	351	6564.85	51211.6	2	0
817	1637399	42.21	164.75	6	6.00391	25.8784	0.150856	0.153598	514	446	22493.1	146442	7	0
817	1639293	42.14	214.5	5	5.00226	26.0952	0.111218	0.113783	514	428	11311.7	99414.4	9	1
817	1643038	53.57	160.56	7	7.00621	31.8433	0.154073	0.156146	514	357	7561.63	48426.8	0	1
817	1650795	44.07	205.67	9	9.01319	27.4287	0.252043	0.253162	514	496	37110.8	146589	17	1
817	1654498	40.1	107.63	6	6.00391	16.8445	0.231761	0.235974	514	444	13804.5	58500.1	9	1
817	1664436	64.12	112.98	9	9.01319	27.0687	0.255394	0.256528	514	421	13390.9	52200.3	1	0
817	1674067	49.22	146.53	5	5.00226	29.7964	0.097403	0.0996491	514	291	4401.66	44171.6	1	0
817	1674316	49.03	153.67	20	20.1448	29.9605	0.602285	0.580668	514	497	39872	68665.7	16	2
817	1683726	43.74	246.71	5	5.00226	20.2696	0.143183	0.146485	514	425	12418	84773.3	10	0
817	1687121	51.49	212.42	8	8.00926	30.9384	0.191001	0.192696	514	295	4126.8	21416.1	0	0
817	1688086	54.91	211.21	6	6.00391	32.5347	0.119992	0.122173	514	280	3810.15	31186.5	1	1
817	1693201	46.17	155.44	10	10.0181	28.5145	0.277686	0.277728	514	427	14612.7	52615	4	0
817	1702393	54.45	150.76	7	7.00621	32.4191	0.151337	0.153372	514	337	5441.71	35480.3	0	1
817	1703940	48.86	253.16	5	5.00226	19.7846	0.146693	0.150076	514	385	9928.24	66154.8	2	0
817	1705602	67.23	150.53	7	7.00621	37.1301	0.132135	0.133912	514	214	2489.68	18591.9	1	0
817	1705717	55.08	123.48	8	8.00926	28.0449	0.210707	0.212576	514	431	14149.2	66560.6	6	0
817	1710010	46.53	224.91	10	10.0181	27.1015	0.292164	0.292209	514	487	28471.4	97435.3	10	1
817	1713275	52.32	133.54	5	5.00226	29.4609	0.0985125	0.100784	514	270	3887.96	38577.1	0	0
817	1717480	50.35	208.61	5	5.00226	30.568	0.0949444	0.0971338	514	173	1520.01	15648.6	0	0
817	1745794	48.63	153.41	5	5.00226	29.7639	0.0975095	0.099758	514	236	3121.48	31290.5	0	0
817	1747475	65.32	230.11	17	17.0889	33.3375	0.449611	0.437796	514	482	28294	64628.3	3	0
817	1749162	43.73	211.21	8	8.00926	27.1391	0.21774	0.219672	514	387	10632	48399.3	2	0
817	1753167	49.74	218.01	7	7.00621	29.6247	0.165612	0.167839	514	411	11285.8	67242	15	1
817	1754080	46.14	201.45	19	19.1241	28.4041	0.599355	0.579702	514	498	99344.4	171371	31	2
817	1759861	57.81	161.53	5	5.00226	33.5563	0.0864893	0.0884837	514	282	3815.28	43118.5	0	0
817	1775043	52.92	245.69	11	11.0241	24.1521	0.369495	0.368017	514	448	19518.7	53037.6	1	1
817	1780527	62.18	197.85	9	9.01319	35.1492	0.196681	0.197555	514	380	7945.18	40217.6	0	1
817	1790711	47.67	112.7	5	5.00226	21.6246	0.134211	0.137306	514	201	2366.04	17231.9	0	1
817	1798582	53.91	150.62	6	6.00391	32.1777	0.121323	0.123528	514	281	4126.17	33402.6	0	1
817	1800013	55.97	210.24	6	6.00391	33.0319	0.118186	0.120334	514	444	15875.6	131929	0	0
817	1805922	55.47	158.59	25	25.2828	32.7885	0.70704	0.671705	514	484	22893.6	34082.9	2	0
817	1812948	49.2	131.22	5	5.00226	27.6084	0.105123	0.107547	514	358	8521.32	79233.6	2	0
817	1820894	62.7	162.31	7	7.00621	35.3165	0.138921	0.14079	514	255	3460.58	24579.8	0	0
817	1834650	51.05	119.96	6	6.00391	25.4045	0.15367	0.156463	514	365	7509.7	47996.6	1	0
817	1835517	47.6	116.66	5	5.00226	22.9616	0.126397	0.129311	514	430	12354.9	95543.6	2	1
817	1847339	47.16	209.11	9	9.01319	28.9925	0.238448	0.239507	514	494	28116.2	117392	2	3
817	1851655	59.98	130.63	12	12.0313	31.8008	0.312297	0.309792	514	411	11355.3	36654.6	2	0
817	1857430	48.49	139.07	8	8.00926	28.661	0.206178	0.208007	514	343	8663	41647.7	1	1
817	1860981	50.38	163.21	6	6.00391	30.1632	0.129426	0.131779	514	313	4064.22	30841.2	0	0
817	1867544	42.39	148.8	5	5.00226	26.4192	0.109854	0.112387	514	252	3249.29	28911.5	1	0
817	1869969	62.31	209.69	6	6.00391	35.5119	0.109933	0.111931	514	193	2270.86	20288.1	0	0
817	1877678	47.66	108.8	7	7.00621	20.1536	0.243441	0.246715	514	411	12988.2	52644.7	0	1
817	1884828	46.38	162.82	6	6.00391	28.2429	0.138226	0.140739	514	90	654.966	4653.77	0	1
817	1889226	40.92	249.19	6	6.00391	18.2757	0.213612	0.217495	514	340	4324.07	19881.3	2	1
817	1890012	52.01	163.26	5	5.00226	30.9134	0.0938837	0.0960486	514	240	2717.82	28296.3	0	0
817	1893913	40.27	146.25	9	9.01319	25.1183	0.275226	0.276448	514	448	19588.6	70858.3	17	0
817	1899903	43.48	210.42	6	6.00391	27.0379	0.144387	0.147011	514	465	17284.4	117572	10	0
817	1929173	53.46	150.18	15	15.0611	31.9628	0.405506	0.397668	514	465	18651.6	46902.4	2	0
817	1929638	53.88	251.96	5	5.00226	21.9524	0.132207	0.135256	514	235	3084.48	22804.7	0	0
817	1936605	42.94	202.49	5	5.00226	26.7604	0.108454	0.110955	514	373	8675.59	78190.4	0	0
817	1942161	50.54	141.74	5	5.00226	29.9696	0.0968402	0.0990733	514	473	36131.6	364696	7	1
817	1965339	40.97	162.59	9	9.01319	25.3974	0.2722	0.273409	514	441	16271	59511.4	2	0
817	1970331	59.37	131.91	6	6.00391	31.8924	0.122409	0.124634	514	357	8405.12	67438.6	1	3
817	1981875	58.09	154.41	34	34.7113	33.9893	0.959456	0.892073	514	510	41684.1	46727.2	6	3
817	1991299	41.55	149.48	7	7.00621	25.9871	0.188794	0.191333	514	400	9588	50111.6	1	0
817	1991573	46.22	123.25	5	5.00226	24.3462	0.119208	0.121957	514	477	20907.1	171431	2	0
817	1993160	62.86	225.75	5	5.00226	33.6238	0.0863157	0.0883061	514	229	3107.53	35190.5	1	0
817	2007475	52.72	240.02	6	6.00391	26.0569	0.149822	0.152545	514	341	8232.51	53967.6	0	0
818	1207	40.93	227.46	5	5.00226	23.8482	0.121697	0.124503	513	304	5183.42	41632.7	1	0
818	22543	71.06	206.19	6	6.00391	38.2639	0.102026	0.10388	513	307	4798.05	46188.2	0	0
818	30194	65.03	221	5	5.00226	35.241	0.0823547	0.0842538	513	369	8112.88	96291	0	0
818	32862	48.63	163.28	6	6.00391	29.3186	0.133155	0.135575	513	348	10095.9	74467.6	1	0
818	40283	41.24	239.66	7	7.00621	21.2959	0.230383	0.233481	513	369	7635.3	32702	1	0
818	51933	42.25	161.69	13	13.0398	26.1655	0.418099	0.413118	513	493	23563.2	57037.5	10	3
818	75068	51.37	122.48	6	6.00391	26.306	0.148404	0.151101	513	345	6833.49	45224.7	1	0
818	78383	49.59	220.37	5	5.00226	29.2581	0.0991951	0.101483	513	367	7566.55	74560.2	1	0
818	82767	58.71	246.11	8	8.00926	25.9073	0.228093	0.230116	513	368	8193.56	35606.2	1	0
818	89153	67.87	123.05	5	5.00226	31.9487	0.0908412	0.092936	513	310	4583.54	49319.3	1	0
818	103520	44.62	219.34	9	9.01319	26.9489	0.25653	0.257669	513	459	17271	67027.7	6	0
818	111252	43.4	138.98	5	5.00226	26.1126	0.111144	0.113707	513	184	2331.33	20502.9	1	0
818	118491	51.05	112.55	9	9.01319	22.8228	0.302907	0.304252	513	455	26654.6	87607	4	1
818	134109	47.51	134.65	7	7.00621	27.4946	0.178442	0.180842	513	421	10585.4	58533.7	2	0
818	134489	46.56	151.64	7	7.00621	28.7061	0.170912	0.17321	513	477	41216	237953	5	1
818	136226	55.39	156.2	8	8.00926	32.8449	0.179914	0.181511	513	364	8008.38	44120.7	4	0
818	142740	44.82	230.79	5	5.00226	25.1426	0.115432	0.118094	513	135	1342.2	11365.6	0	0
818	163748	58.26	229.09	7	7.00621	31.2512	0.156993	0.159104	513	277	5020.02	31551.8	0	1
818	172429	62.37	218.83	5	5.00226	34.6994	0.0836402	0.0855689	513	272	3759.48	43935.1	0	0
818	181561	67.6	135.1	11	11.0241	35.2573	0.253113	0.252101	513	471	16898.4	67030.3	0	1
818	186559	43.4	143.36	6	6.00391	26.5951	0.14679	0.149458	513	356	7472.9	49999.8	1	1
818	199914	44.64	239.06	6	6.00391	23.0084	0.169673	0.172757	513	433	15399.5	89139.6	1	0
818	206250	41.57	149.75	5	5.00226	26.0077	0.111593	0.114166	513	216	2270.56	19888.2	2	1
818	207674	49.44	159.96	7	7.00621	29.9711	0.163698	0.165899	513	425	14095.5	84964	3	0
818	212837	58.28	129.51	5	5.00226	30.9114	0.0938897	0.0960548	513	343	6272.8	65304.4	0	0
818	225546	41.91	232.03	8	8.00926	23.4592	0.251895	0.25413	513	408	11101.2	43683.1	3	0
818	234433	49.12	242.12	5	5.00226	23.9707	0.121076	0.123868	513	366	8461.73	68312.6	0	0
818	239974	61.36	144.11	12	12.0313	34.7103	0.286119	0.283824	513	401	11105.5	39128	0	1
818	270296	55.44	125.85	6	6.00391	28.8723	0.135213	0.137671	513	282	3750.73	27244.3	0	0
818	275470	56.93	105.42	9	9.01319	21.6892	0.318739	0.320155	513	475	26591.6	83058.7	0	1
818	281287	44.39	247.34	7	7.00621	20.321	0.241435	0.244682	513	289	4360.43	17820.8	0	1
818	289361	48.64	159.87	5	5.00226	29.5877	0.09809	0.100352	513	436	11969.7	119278	1	1
818	294006	42.26	140.17	5	5.00226	25.6599	0.113105	0.115713	513	494	52874.9	456948	10	0
818	319425	50.49	204.28	9	9.01319	30.6451	0.225589	0.226591	513	214	2933.74	12947.3	0	1
818	321370	55.7	198.43	9	9.01319	32.6862	0.211502	0.212441	513	380	9354.05	44031.2	1	0
818	334667	42.61	214.55	7	7.00621	26.3451	0.186228	0.188733	513	328	5781.68	30634.2	3	0
818	349007	48.56	135.11	5	5.00226	28.0699	0.103394	0.105778	513	275	3949.52	37337.7	1	0
818	369605	46.73	203.38	5	5.00226	28.7754	0.100859	0.103185	513	270	5224.89	50636.2	0	0
818	370195	43.76	202.53	6	6.00391	27.2019	0.143516	0.146125	513	325	5040.93	34497.5	2	0
818	384285	51.11	244.48	5	5.00226	23.9348	0.121257	0.124053	513	160	1932.18	15575.4	0	0
818	402504	40.68	136.46	19	19.1241	24.3378	0.699493	0.676557	513	494	46476.9	68696.3	9	5
818	416575	45.24	220.13	7	7.00621	27.1691	0.18058	0.183009	513	463	21220.9	115956	7	0
818	419236	54.45	126.59	5	5.00226	28.6961	0.101138	0.10347	513	163	1598.63	15450.2	0	0
818	452289	48.27	149.47	5	5.00226	29.4973	0.0983908	0.10066	513	193	2195.72	21813.3	2	0
818	457644	46.74	124.48	5	5.00226	24.9039	0.116538	0.119226	513	315	5877.2	49294.7	1	0
818	464850	51.76	142.43	5	5.00226	30.609	0.0948174	0.0970039	513	141	1348.04	13896.7	0	0
818	466529	61.66	155.42	5	5.00226	35.3378	0.0821291	0.084023	513	131	1234.33	14690.4	0	0
818	467264	41.12	199.58	6	6.00391	25.63	0.152318	0.155087	513	332	5278.51	34035.9	1	1
818	471766	42.37	143.63	5	5.00226	26.071	0.111321	0.113889	513	429	11740.3	103086	2	0
818	473903	40.3	155.88	22	22.1927	25.3483	0.792664	0.75953	513	499	39889.1	52518.1	7	2
818	477658	47.73	144.96	6	6.00391	28.9484	0.134858	0.137309	513	336	6706.64	48843.5	1	0
818	485128	41.18	208.47	5	5.00226	25.8394	0.112319	0.114909	513	274	3760.66	32727.2	0	0
818	491726	63.42	216.55	5	5.00226	35.3538	0.082092	0.083985	513	419	15817.7	188339	0	0
818	495009	41.19	132.66	5	5.00226	24.004	0.120907	0.123695	513	406	8299.98	67100.1	0	0
818	496451	45.93	117.53	7	7.00621	22.5536	0.217535	0.220461	513	427	17684.6	80216.5	1	2
818	496554	48.46	230.56	7	7.00621	26.8849	0.182489	0.184944	513	447	15141.4	81870.3	1	2
818	509091	56.69	226.39	5	5.00226	31.2659	0.0928252	0.0949658	513	283	5792.16	60992.1	1	0
818	513624	48.4	163.84	6	6.00391	29.1517	0.133917	0.136351	513	399	8041.31	58974.9	1	0
818	518678	44.81	159.34	14	14.0497	27.6764	0.431763	0.424993	513	371	14982.7	35254	2	0
818	523612	57.29	228.83	5	5.00226	30.9516	0.0937678	0.0959301	513	237	3687.18	38436.1	0	0
818	526017	58.12	139.43	5	5.00226	32.8836	0.0882588	0.090294	513	205	2594.74	28736.6	1	0
818	555839	46.5	122.6	6	6.00391	24.2928	0.160702	0.163623	513	416	10484.6	64077.7	2	0
818	558476	51.61	252.28	5	5.00226	21.0801	0.137678	0.140853	513	305	5230.22	37132.6	1	0
818	567281	50.86	143.1	8	8.00926	30.27	0.195218	0.19695	513	379	9434.48	47902.8	1	1
818	567639	56.2	160.5	7	7.00621	32.9789	0.148768	0.150769	513	280	3724.3	24702.1	1	0
818	569081	45.19	155.01	9	9.01319	28.013	0.246785	0.247882	513	435	15508	62562.2	2	2
818	580442	40.16	212.58	5	5.00226	25.1241	0.115517	0.118181	513	270	3131.43	26496.9	0	0
818	585798	46.28	119.6	13	13.0398	23.3355	0.468803	0.463218	513	493	33101.9	71460.7	19	3
818	610437	59.33	202.49	5	5.00226	34.4053	0.084355	0.0863002	513	304	4663.54	54038.6	1	0
818	611828	43.8	243.47	6	6.00391	21.3386	0.182951	0.186276	513	385	10279.1	55181.8	2	0
818	618384	49.27	210.57	5	5.00226	29.9845	0.0967922	0.0990242	513	393	9652.36	97474.7	1	1
818	619865	46.15	201.39	12	12.0313	28.4065	0.349613	0.346809	513	393	8415.6	24265.8	1	0
818	634258	52.32	127.02	6	6.00391	27.9581	0.139634	0.142173	513	358	7597.6	53439.3	1	0
818	634402	52.38	206.45	11	11.0241	31.5434	0.282915	0.281783	513	415	12945.7	45942.2	0	1
818	638359	44.46	157.92	6	6.00391	27.5568	0.141668	0.144243	513	296	3819.84	26482.1	2	0
